企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
成都吉祥云科技有限公司,数据分析师,成都,武侯,13000.0,15000.0,工作内容： 1.收集、清洗和整理数据，确保数据的准确性和一致性； 2.运用统计学和机器学习技术，对数据进行建模和分析，提取有价值的信息和见解； 3.与业务组沟通，并深入了解的需求和问题，从而提供数据支持和业务咨询； 4.利用数据可视化工具，生成图表和报告，能展示数据见解及预测结果； 5.持续监控并评估业务指标，发现问题并提出优化建议； 6.不断研究新的数据分析工具和技术，以保证数据分析的效率和精度。 专业技能： 1.掌握数据挖掘和机器学习算法的知识，如聚类、分类和回归等； 2.熟练掌握SQL和至少一种编程语言，如Python、R等，以便处理数据和建模； 3.熟悉常用的数据分析工具和平台，如Excel、Tableau、Power BI等； 4.熟悉数据仓库和ETL过程的设计和实现原理； 5.具备基本的统计学知识和数据可视化技能，以便解释和展示数据； 6.了解大数据技术和云计算的基本原理，并能够应用到数据分析中。,本科,5-10年,2,全职,,曙光国际A座,曙光国际A座,2023-05-22,2023-06-22,2023,2023.0,智联招聘
武汉佰钧成技术有限责任公司,大数据开发（手机）,深圳,南山,12000.0,15000.0,1. 2年以上的大数据开发经验 2. 熟悉Jetpack和MVVM/MVP设计模式 3. 有Telephony或者Phone相关工作工作者优先 4. 有Python开发相关工作工作者优先 5. 有3Gpp协议经验者优先 1、负责手机端品质/产品大数据功能开发； 2、进行手机测品质/产品大数据分析。,大专,3-5年,1,全职,,华润前海大厦B座,华润前海大厦B座,2023-04-21,2023-05-22,2023,2023.0,智联招聘
成都罗润顺弘网络科技有限公司,数据分析师,成都,,5000.0,7000.0,岗位要求： 1、学历要求：大专及以上学历，接受优秀的应届毕业生 2、熟练使用 Office办公软件； 3、熟悉计算机网络基础知识、通信相关技能知识 4、 善于沟通、责任心强，有较好的团队合作精神。 5、有无基础都可以，但必须对通信有兴趣； 岗位职责： 1、及时响应网络突发故障，进行故障通报分析督办； 2、协助完成项目其他日常维护报表输出；,大专,不限,1,全职,,成都武侯区锦绣街7号(银杏园对面),成都武侯区锦绣街7号(银杏园对面),2023-02-14,2023-03-17,2023,2023.0,智联招聘
长春博立电子科技有限公司,高级AI算法工程师,长春,朝阳,17000.0,22000.0,【岗位职责】 1. 负责深度学习模型的预研、开发及优化加速工作； 2. 负责验证、开发、调试、集成先进的视觉模型/语言模型/生成模型等AI算法。 【岗位要求】 1. 计算机/软件工程/数学/人工智能/通信/电子等相关专业，***硕士以上学历； 2. 有扎实的计算机基础知识，熟悉Python、C++等主流编程语言； 3. 掌握PyTorch/TensorFlow/Paddlepaddle等至少一种深度学习框架； 4. 在相关领域有三年以上的科研/工作经历； 5. 具备一定的数学基础和英语水平，满足在AI领域进行研究的需要； 6. 自我驱动力强，具备较强的与人连接能力，团队协作性好。 【优先考虑项】 1. 有算法优化经验，如CUDA编程能力、汇编编程能力； 2. 有ONNX、TensorRT经验； 3. 在计算机视觉/自然语言处理/3D模型生成/大规模语言模型等任一领域有实际项目经验； 4. 具备AI领域的高水平研究成果，如发表过顶级会议/期刊论文、授权过高价值发明专利； 5. 在AI领域竞赛获奖或排名靠前； 6. 具备一定的团队管理能力和经验。,硕士,3-5年,3,全职,,长春科技大市场,长春科技大市场,2023-05-08,2023-06-08,2023,2023.0,智联招聘
中电信数字城市科技有限公司,大数据开发工程师,保定,,0.0,0.0,一、岗位薪资：面议 二、岗位职责： 1.负责数据仓库的设计和开发，建设公司的指标体系，帮助通过数据挖掘和分析，发掘潜在业务价值。 2.使用 Hive、Spark、Flink 等大数据处理技术，处理、分析和统计公司的TB级海量数据。 3.优化数据仓库ETL流程，解决相关技术问题，确保数据质量高、输出精确、效率高。 4.与产品、业务、数据分析团队协同工作，持续提升数据质量和性能，保证数据可靠性。 5.负责湖仓一体大数据平台的架构设计、开发、优化、维护。 6.负责业务数据的清洗、主题模型开发、实时指标计算、报表开发、问题排查工作。 7.负责公司数据分析需求的实现，按照需求进行分析指标的设计、分析报告的编写。 三、岗位要求： 1.具有2年及以上大数据开发相关工作经验。 2.熟练掌握Sql、Shell、Python、Java、Scala 中两种开发语言；熟悉Linux系统和Shell脚本编程。 3.熟悉 Hadoop、Kafka、Hive、Spark、Flink、Hbase 等大数据领域常用的技术组件，能够处理、分析和统计TB级海量数据，并有源码经验者优先考虑。 4.熟悉Hadoop生态系统的监控和调优工具，集群的搭建、配置和维护经验，熟悉集群规模扩展和故障恢复机制。 5.熟悉数据仓库各类建模理论，掌握数据仓库数据的层级关系，有数据仓库处理性能调优等相关经验。 6.熟悉多种数据存储技术如MySQL、Hive、HBase、MongoDB、ClickHouse的使用和应用场景。 7.熟悉数据湖、数据仓库、数据治理技术领域并有相应的实际项目落地经验。 8.计算机相关专业，本科或以上学历，年龄32周岁及以下。 四、工作地点： 雄安新区,本科,1-3年,5,全职,,雄安市民服务中心,雄安市民服务中心,2023-06-27,2023-07-28,2023,2023.0,智联招聘
深圳佩琪信息技术有限公司,BI数据分析师,武汉,江夏,16000.0,20000.0,职位描述 IT互联网类/数据分析 1. 负责极氪研发域业务各类场景的指标体系构建 2. 负责数据逻辑梳理和数据可视化模块开发 3. 负责为业务模块的决策和运营提供日常数据分析支持 任职资格1. 熟练掌握Quick BI 2. 熟练掌握DataWorks 3. 精通Hive SQL，了解ADB 4. 具备良好的互动协作能力，学习能力强,本科,3-5年,1,全职,,现代·光谷世贸中心无,现代·光谷世贸中心无,2023-06-09,2023-07-10,2023,2023.0,智联招聘
中国船舶集团海舟系统技术有限公司,数据分析师,武汉,武昌,16000.0,20000.0,职责： 1、基于业务理解，构建完善的业务监测指标体系，有效披露业务进展与风险，保障业务策略落地；’ 2、通过深入的专题分析，定位业务问题，提出有价值的业务机会或方案，辅助业务决策； 3、独立承担复杂分析任务，擅于运用各类数据分析技术，实施深度数据诊断，并能沉淀关键分析思路，推动产品化进程； 4、积极进行跨部门沟通与协作，主动推动业务发展和体验改善。 要求： 1、五年及以上相关工作经历； 2、统计、数学、计算机本科及以上学历； 3、有丰富的数据分析挖掘经验，并能灵活运用于实践。有较强的逻辑思考能力，能独立撰写思路清晰的分析报告； 4、有丰富的业务监控指标构建经验。 5、掌握SQL等代码编写，熟悉常用算法模型，如聚类、关联和分类等，熟练操作Excel、R等工具。,本科,5-10年,1,全职,,政通壹公馆,政通壹公馆,2023-01-18,2023-02-18,2023,2023.0,智联招聘
北京笃信科技有限公司,数据分析师,包头,九原区,8000.0,15000.0,"职位描述 1、经验不限,有经验者优先 2、***大专及以上学历 岗位需求： 1、产出部门周/月/季度运营报告，为部门决策提供数据支撑和建议 2、对每个产品的效果进行数据分析，出具分析报告，提出优化效果的可行性方案 3、对产品进行深度挖掘，为公司输出关键指标以及运营各业务线并输出专项分析报告 4、能够使用熟练Excel,pycharm,tableau等数据分析工具者优先，零基础可培养 其它： 1、上班时间 早九晚六 2、国家法定节假日放假 周末双休 应届毕业生优先，有志于IT、金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融、IT行业有强烈意愿者 良好的沟通能力，很好的亲和力和较强的人际交往能力； 精力充沛，喜爱竞争挑战和有强烈成功欲望； 遵守纪侓和行业规范，具有敬业精神及团队合作意识；",大专,不限,1,全职,,支付大厦,支付大厦,2023-02-24,2023-03-27,2023,2023.0,智联招聘
上海昂拓企业管理有限公司,视频编解码算法工程师,上海,静安,30000.0,50000.0,"Responsibilities :- Video codec algorithm research and optimization;- C-Model design and realization;- Trace files format design and generation together/sync with IP verification engineer; - Develop and test the video codec control software;- Cooperate with hardware engineers to optimize the performance of hardware modules and area;- Help hardware and system/FPGA engineers for system/FPGA verification;- Help/guild junior engineers to solve technical issues;- Resolve customer video system software issues on Android or Linux OS, which used our video codec IP. Requirements:- 5+ years of related working experience in video codec algorithm research or video multimedia software related;- MS/PHD/in EE /CS or related IT technology fields;- Skilled in hardware/software video codec, special on H.264 or H.265,- Experience in C/C++ design, better on embedded software, be familiar with Linux or Android multimedia frame work, OMX/G-streams or Y4L2 preferred;- Knowledge on hardware design and optimization is better;- Good Mandarin and English communication skills;- Good team work and effective working under high pressure.",本科,不限,1,全职,,绿地中央广场,绿地中央广场,2023-03-13,2023-04-13,2023,2023.0,智联招聘
软通动力信息技术(集团)股份有限公司,数据分析师【周末双休+项目长期稳定】,杭州,滨江,12000.0,18000.0,岗位要求： 1、熟悉linux环境及操作，在linux下进行开发工作； 2、熟练使用Python和shell编程语言，熟练使用Flask框架搭建web应用，了解前端开发(js等)； 3、具有数字图像处理经验，了解图像处理通用算法，熟练使用python图像处理相关的第三方库(cv2、PIL等)；有一定深度学习、计算机视觉基础者作为加分项； 4、具备良好的协调、沟通和团队协作能力；有独立思考能力； 5、具备开阔的研究视野，有创新、探索的热情和攻克难题的坚韧。 岗位职责： 1、大规模爬虫工具，从互联网采集海量数据，包括但不限于文本、图像、视频； 2、服务深度学习算法能力提升；开发效率工具，加快数据清洗和维护效率； 3、数据可视化网站的搭建和维护； 4、服务器日常维护。 岗位描述： 1、深入了解部门数据需求，为部门提供数据支持，服务算法能力提升； 2、大规模数据爬取； 3、简易网站搭建； 4 服务器日常维护.,本科,1-3年,3,全职,,滨江慧港(西门),滨江慧港(西门),2023-05-15,2023-06-15,2023,2023.0,智联招聘
长沙友聘企业管理咨询有限公司,算法工程师,长沙,岳麓,16000.0,23000.0,1、负责大数据方法开发与测试工作，用数据科学算法解决实际问题 2、协助相关数字农艺或农艺数字化过程的数据整理、清洗、分析； 3、参多个农艺研发项目，进行数据分析，计算方法建立与测试； 4、服从领导安排，按时完成领导交代的其他工作 1、3-5年工作经验； 2、本科及以上学历。在现代统计学、机器学习、深度学习、计算机视觉、信号处理、数字影像处理、运筹学等领域中至少两个领域有较广泛的理解，并能在其中至少一个领域有深入理解学以致用； 2、熟练使用Python及其他机器学和深度学习框架 3、有Github和StackOverFlow长期使用习惯，有阅读英文最新文献的习惯和能力； 4、具备协作能力，能够和其他算法同学积极讨论，协作完成工作 职位福利：五险一金、绩效奖金、带薪年假、包住、高温补贴、交通补助、多次晋升机会,硕士,3-5年,1,全职,,湖南省长沙市岳麓区高新开发区麓松路459号,湖南省长沙市岳麓区高新开发区麓松路459号,2023-05-08,2023-06-08,2023,2023.0,智联招聘
湖北卡速宝汽车服务有限公司,算法工程师（雷达算法/跟踪算法/底层算法）,苏州,昆山,20000.0,35000.0,雷达算法： 1、负责信号处理算法的仿真、开发、测试和验证； 2、参与方案设计，完成波形设计、检测算法设计和开发； 3、负责信号处理算法代码的实现、集成、测试和维护； 4、配合产品的联调和实测验证、分析信号处理算法相关问题。 岗位要求： 1、电子工程、计算机科学等相关专业，本科及以上学历； 2、三年以上信号处理算法相关经验； 3、具有FMCW波形和MIMO体制波形设计经验优先； 4、熟练应用MATLAB、C语言等开发语言进行算法仿真和开发。 底层算法： 1、负责毫米波雷达使用的各种硬件平台(ARM/MIPS/RISC-V/DSP/等)的机器人操作系统及开发环境搭建； 2、负责毫米波雷达使用的各种硬件平台的嵌入式软件设计、编码、调试，包括不限于MCU程序开发(TC297、STM32、NXP S32K)、RTOS系统驱动程序开发、内核移植、自动驾驶软件算法环境适配； 3、按照项目需求完成相关开发文档的整理与编写； 4、对新型硬件平台进行关键技术研究、验证和开发，负责解决关键核心问题、技术难点； 5、对其他部门进行相关软硬件的技术支持。 要求： 1、本科以上学历，电子、通信、自动化等相关专业；5年以上软件开发工作经验； 2、精通C、C++，熟悉gcc\g++\cmake\clang； 3、具备Linux操作系统软件项目开发经验，熟悉Linux常用命令、熟悉shell脚本设计； 4、精通MCU、ARM、DSP等嵌入式软件设计，具备独立嵌入式软件项目开发能力，有TI、高通、MTK、TX2、Xavier等平台开发经验优先； 5、精通Linux系统驱动程序开发、内核裁剪、内核移植； 6、有大型硬件板卡程序设计经验、有车规软件设计经验者优先； 7、熟悉基本的Linux常用指令，熟练使用vim、git、万用表，示波器，逻辑分析仪等软硬件开发、调试工具； 8、熟,本科,3-5年,5,全职,,科技广场,科技广场,2023-02-21,2023-03-24,2023,2023.0,智联招聘
广州紫为云科技有限公司,深度学习算法工程师（算法署优化方向）,广州,,15000.0,25000.0,【职责描述】 1.负责将深度学习相关算法部署到不同硬件平台，包括但不限于手机端、嵌入式Arm设备、X86服务器等； 2.针对特定硬件平台，对算法进行高性能计算和优化； 3.AI端侧工具和相关软件开发。 【任职要求】 1. 精通c/c++，精通算法与数据结构，熟悉python； 2. 具备较好的计算机体系结构背景和软件开发背景，熟悉arm neon指令及汇编优化，或者熟悉移动端、x86等gpu、opencl优化； 3. 了解深度学习基本原理，熟悉神经网络基本架构和各layer计算方式，熟悉至少一种深度学习训练框架及其模型文件的解析，如caffe、tensorflow、pytorch； 4. 熟悉常用图像视觉计算库及深度学习推理计算库，包括arm compute library、tensorflow lite、nnpack、ncnn等； 5. 熟悉常用的卷积计算加速方法，如gemm、winograd算法等； 6. 熟悉深度学习定点化计算，熟悉支持定点化的深度学习训练框架如ristretto，熟悉支持定点化的推理引擎计算库如qnnpack等； 其他加分项： 1. 熟悉神经网络模型压缩框架，如pocketflow、distiller等； 2. 设计过AI加速器软件栈。 【薪资福利】 （一）薪酬待遇 基本工资：为员工提供在行业内具有竞争力的薪酬待遇； 绩效奖金：根据岗位性质及个人工作表现进行绩效考核确定； 年终奖金：根据年度绩效考核结果综合确定； 项目奖金：根据项目达成状况发放； （二）福利体系 工作时间：9:00--18:00； 假期安排：依法享受国家法定节假日； 五险一金：入职即购买五险一金； 我们还有：交通补贴、餐费补贴、定期体检、节假日福利、员工活动； （三）发展前景 1、清华大学电子系媒体大数据计算研究中心王生进教授团队，其在计算机视觉国际会议（ICCV、CVPR、ECCV）累计发表论文20余篇； 2、清华研究团队背景，众多技术大牛深度,本科,1-3年,2,全职,,广州黄埔区香雪八路98号F栋20层,广州黄埔区香雪八路98号F栋20层,2023-01-10,2023-02-10,2023,2023.0,智联招聘
