企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
哈尔滨引力场科技有限公司,算法工程师,哈尔滨,,9000.0,18000.0,岗位职责： 1、根据业务需要，清洗数据、构建并验证数据分析算法模型、算法调优等； 2、负责视频目标检测、分类和识别、机器学习、深度学习等相关算法的研发和实现； 3、负责大数据分析相关模型技术研究与应用； 4、分析算法的瓶颈，并提出解决方案，推动算法在实际场景的性能优化与落地； 5、关注AI领域前沿研究动态，结合公司各系统平台中的功能需求，实现新算法和新技术的落地； 6、负责算法专利及论文材料的编写。 任职要求： 1、统计、数学、计算机相关专业本科及以上学历，3年以上相关工作经验，有电力从业经验者优先； 2、熟悉基本数据分析的算法，如PCA/LR/kMeans/决策树/KNN/XGBoost/逻辑回归算法等，有实际建模经验； 3、对深度学习理论和卷积神经网络有一定了解； 4、了解大数据开发平台基本原理，能够熟练操作主流数据库； 5、熟悉Linux开发，具有良好的编程能力和代码风格，至少精通一种编程语言，scala、Python、R、SAS、C等； 6、有Tensorflow、Pytorch等深度学习框架使用经验优先。 职位福利：周末双休、五险一金,本科,3-5年,1,全职,,黑龙江省哈尔滨市南岗区嵩山路与千山二道街交叉口南60米,黑龙江省哈尔滨市南岗区嵩山路与千山二道街交叉口南60米,2023-05-24,2023-06-24,2023,2023.0,智联招聘
北京中阔鼎盛科技有限公司,结构工程师大数据分析师,运城,盐湖区,8000.0,13000.0,任职要求：1、须已毕业的大专及以上学历，年龄20-28之间；2、签订正式合同、五险一金；3、无经验者，由公司项目经理带;岗位职责：1、参与产品项目立项可行性调研，参与系统方案设计；2、拟制结构设计方案和项目计划；3、承担大型项目整机结构、零部件的详细设计；职位要求 ：1、应届毕业生优先，有志于IT、金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融、IT行业有强烈意愿者。2、良好的沟通能力，很好的亲和力和较强的人际交往能力；3、精力充沛，喜爱竞争挑战和有强烈成功欲望；4、遵守纪侓和行业规范，具有敬业精神及团队合作意识；5、正直诚信，忠于企业，传承企业文化，愿意与企业一起发展成长；,大专,不限,8,全职,,阳光国际商务中心,阳光国际商务中心,2023-04-26,2023-05-27,2023,2023.0,智联招聘
软通动力信息技术(集团)股份有限公司,数据仓库开发工程师,海口,美兰,10000.0,16000.0,职位介绍1. 负责数据仓库的搭建，业务模型设计和ETL开发工作；2. 负责ETL的性能、存储、调度等问题；3. 负责OLAP多维模型的建模，指标开发工作；4. 负责数据库运维开发（监控作业、性能收集分析、备份等任务）。职位要求1. 本科及以上学历，5-10年数据分析相关工作经验，计算机，统计学，数学类专业优先；2. 掌握数据仓库建模方法及ETL开发相关技术，有扎实的SQL功底，有数据治理的设计和建设的相关经验；3. 能够对接业务部门，充分理解业务需求，并转成为可落地的数据实施工作；4. 对数据敏感，优秀的学习能力，逻辑思维能力，归纳总结能力，具备优秀的抽象思维及商业化思维；5. 工作严谨认真，具备优秀的抗压能力和独立解决问题的能力；6. 有大数据生态技术栈的工具应用和开发经验者优先。,本科,5-10年,1,全职,,海南省海口市美兰区国兴大道7号,海南省海口市美兰区国兴大道7号,2023-06-21,2023-07-22,2023,2023.0,智联招聘
沈阳奥体万达广场商业管理有限公司,Java后端开发工程师（物联网）,沈阳,浑南,13000.0,14000.0,任职要求1.年龄26～31岁，本科及以上学历，计算机相关专业；2.具有3年及以上Java后端开发经验，具有扎实的程序设计基本功，能够独立担当功能模块的设计开发；3.熟练使用Java常用框架和工具，如 Spring boot 、Spring Cloud Alibaba等；4.熟悉Spring cloud微服务开发框架，掌握基于Restful Api编程方式；5.熟悉MySql数据库开发技术及相关工具，熟悉数据库设计，熟练掌握SQL语句；6.熟悉缓存Redis，缓存设计和模式及其应用；7.熟悉linux操作系统常用命令8.具备强烈的责任心，思路清晰，较强的学习能力和解决问题的能力；9.具有物联网相关工作经验的优先。岗位职责1.根据产品技术文档，进行能源管理平台、智慧机电、智慧园区等产品功能的开发，按项目计划完成产品的代码开发工作；2.负责代码检视、静态检查、功能自测，达成产品的质量目标；3.根据版本规划，进行产品维护和升级。,本科,3-5年,1,全职,,辽宁省沈阳市浑南区营盘西街17号,辽宁省沈阳市浑南区营盘西街17号,2023-03-17,2023-04-17,2023,2023.0,智联招聘
三一集团有限公司,运动控制算法工程师,珠海,金湾区,14000.0,28000.0,工作职责： 负责ROS开发环境下正面吊、堆高机、抓料机的机械臂轨迹规划及控制研发工作； 任职资格： 1.计算机、自动化、软件、算法、数学相关专业，本科及以上学历； 2.熟悉机器人规划控制相关技术，数学能力与建模能力强； 3.有软件架构设计经验者、多轴机器人控制算法开发经验者优先，熟悉ROS Moveit和ROS control软件栈优先；； 4.熟悉Linux开发环境，ROS、ROS2、C++、Python编程，有良好的编程习惯； 5.积极合作，善于沟通，协作能力强。,本科,3-5年,1,全职,,三一海洋重工有限公司,三一海洋重工有限公司,2023-05-11,2023-06-11,2023,2023.0,智联招聘
山东山大鸥玛软件股份有限公司,数据分析师,济南,,7000.0,12000.0,岗位职责 1、数据仓库的研发和设计，构建公司数据分析与数据挖掘体系，针对复杂的问题，规划、设计、实现基于数据挖掘的解决方案。 2、分析和研究数据与实际业务的关联关系，设计预测（响应、分类）、用户分层等模型，挖掘用户属性和行为特征。 3、开发设计面向常规算法不能解决问题的可扩展机器学习算法。 任职要求 1、精通java，熟悉R语言、python、shell、scala至少一种以上； 2、熟悉Hadoop、Hbase、spark、Hive，Map/Reduce编程； 3、熟悉Linux开发环境，两年以上Hadoop开发经验； 4、对数据结构、算法有深刻理解； 5、具备良好的团队协作及沟通能力； 6、有海量数据BI、文本挖掘、用户画像、自然语言处理、推荐系统、机器学习等研究经历或工作经历优先； 7、有很强的利用数据挖掘技术解决实际业务问题的能力和成功案例优先。,本科,1-3年,1,全职,,山东省济南市高新区伯乐路128号,山东省济南市高新区伯乐路128号,2023-04-14,2023-05-15,2023,2023.0,智联招聘
湖北薪鑫咨询有限公司,数据分析师/五险一金/5k,黄冈,黄州区,0.0,0.0,岗位信息： 1、主要处理消费者在平台购票后的售后问题，例如出票失败异常处理、航变非自愿改签、刷卡改签、退改拒单外呼、退票退款操作、非自愿退票退款审核等。 2、计算机专业或对数据分析敏感优先 上班时间： 具体班次为：早 8-晚 17：00 下午 15:00-晚 24:00（每月 5-7 次，补助30/次） 24：00-早 8：00（每月 1-3 次，补助 80/次） 每天 8 小时工作制，不加班。 福利待遇： 试用期 ：底薪 1400+补助 400（交通或住宿补贴 300 元+餐补 100 元）+保底绩效850 （0-5000），首月保底薪资 3000 左右 转正：底薪1800+补助600+保底绩效+班次补助+200亲情补贴+交通或住宿补贴300元+餐补100元）+绩效（0-5000） 绩效考核=处理单量+客户满意度 综合薪资：4-7千，多劳多得，极优者上万。入职购买五险一金（试用期也够买），节假日福利+下午茶+补助等，提供带薪培训，可接受小白,高中,无经验,10,实习,,阿里巴巴黄冈客户体验中心(黄冈市大别山金融中心店)4,阿里巴巴黄冈客户体验中心(黄冈市大别山金融中心店)4,2023-06-07,2023-07-08,2023,2023.0,智联招聘
烟台艾睿光电科技有限公司,算法工程师（异构计算方向）,烟台,福山,20000.0,30000.0,职责描述： 1、负责将传统图像算法、AI智能算法性能优化和高效性能部署，达到能满足产品量产所需要的功耗及性能要求； 2、负责调研各嵌入式芯片平台异构资源性能评估以及高性能计算库封装和产品化落地； 3、负责Soc平台异构计算技术路线的发展规划，推进产品线平台技术发展，保障算法落； 任职要求： 1、有过高效部署优化计算机视觉、语音处理、数字信号处理等方向算法业务落地经验； 2、熟悉C/C++编程，熟悉LINUX环境开发，熟悉并行或者异构计算，比如ARM NEON、OPENMP、OPENCL、CUDA等； 3、具有海思、TI、Novatek等嵌入式平台的异构资源如NPU、DSP、GPU开发经验优先； 4、熟悉CEVA XM6、CADENCE等DSP平台指令集和有过开发经验优先； 5、自动化，电子工程，通信，计算机等相关专业硕士及以上学历。 www.macrodatas.cn,硕士,1-3年,1,全职,,福山区经济技术开发区贵阳大街11号11号,福山区经济技术开发区贵阳大街11号11号,2023-07-04,2023-08-04,2023,2023.0,智联招聘
石家庄市宇信通电子有限公司,贷后数据分析师,石家庄,桥西,5000.0,7000.0,岗位职责 协助银行客户经理对企业的贷后管理，定期走访客户，及时了解和反馈企业经营情况，对贷款使用情况进行监测，完成监测报告，并采取必要措施预防、控制和减轻业务风险。 任职要求 1、具有良好的职业素养，认真、谨慎、耐心的采取行动，良好的沟通能力和敏锐的观察力。 2、注重效率，能适应高强度快节奏的工作环境，富有激情，有较强的团队合作能力。 3、3年以上工作经验，银行风险工作经验者优先，熟练使用相关办公软件，大专以上学历。,大专,1-3年,3,全职,,石家庄市新石北路368号金石园区软件大厦A区505,石家庄市新石北路368号金石园区软件大厦A区505,2023-04-20,2023-05-21,2023,2023.0,智联招聘
江苏鸿开工业自动化设备有限公司,算法工程师,常州,新北,12000.0,16000.0,职位描述：1、参与工业应用软件的研发工作。2、根据产品项目需求，完成软件功能的设计，实现和测试工作。3、与团队协作，完成项目的研发，交付和售后工作。任职要求：1、计算机，数学相关专业本科及以上学历。2，2年以上软件开发工作经验，熟练使用C#/C++等程序设计语言，熟悉常用的算法和设计模式。3、有WinForm或者WPF等桌面软件开发经验。4，工作积极认真，有责任心，良好的学习心态和团队合作精神。薪资：税前12K-16K，五险，生日当天100元生日金，有年终奖金上班时间：8:30-18:00，周日单休 职位福利：餐补、五险一金、出差补贴、鼓励内部创新 职位亮点：企业管理人性化，行业好！。 （macrodatas.cn）,本科,不限,2,全职,,锦云大厦3楼,锦云大厦3楼,2023-07-11,2023-08-11,2023,2023.0,智联招聘
苏州智美乐家电子商务技术有限公司,数据分析师,苏州,工业园区,6000.0,12000.0,岗位职责：1，经营数据分析（如销售数据分析，竞争对手分析，库存分析等）及报表输出2，积极与销售部门进行沟通协调，满足业务对数据深层次分析的需求岗位要求：1-excel运用高阶水平2-具有较强的数据敏感度和分析能力3-CET4及以上（敲黑板！必须满足CET4级）4-两年及以上工作经验5、本科及以上学历 备注：5天8小时工作制，所有节假日依据国家标准执行。公司不定期团建、旅游。,本科,3-5年,1,全职,,凤凰国际大厦,凤凰国际大厦,2023-04-26,2023-05-27,2023,2023.0,智联招聘
武汉明诚弘毅金融服务有限公司,电商数据分析师,武汉,江夏,7000.0,12000.0,工作职责：1、负责客户服务的指标管理和分析工作，监控重点指标，进行跟踪、定位、分析，推动指标改善；2、负责设计、开发业务运营可视化仪表板，体现服务链路各节点上的达成情况和缺陷点；3、通过数据分析，洞察业务场景有价值的数据规律，联动业务进行改善和效果跟踪，形成闭环；4、临时个性化取数分析需求支持。工作要求：1、本科及以上学历，2年以上工作经验，统计学、计算机专业或互联网/电子商务工作经验者优先；2、能独立根据业务需求编写SQL脚本，有BI工具（Tableau、PowerBI、观远等）可视化实战经验；3、熟悉Excel和数据分析操作流程，有独立编写业务数据分析报告经验；4、具备良好的逻辑思维和归纳能力，有较强的数据敏感性和严谨性；5、追求价值产出，以结果为导向，具备团队协作精神。,本科,1-3年,1,全职,,现代·光谷世贸中心b,现代·光谷世贸中心b,2023-04-19,2023-05-20,2023,2023.0,智联招聘
深圳市瑞圣德科技有限公司,金融数据分析师,深圳,,5000.0,10000.0,工作职责:1.公司代理的特定平台金融数据跟分析。 2.完成公司下达的工作任务。 任职要求： 1.大专及以上学历，金融相关专业优先，条件优秀者可以放宽要求。 （可接受行业小白）3.诚实、守信，有较强的执行能力，能严格遵守管理规则。 4.工作时间：上午：9:00 至 11:30， 下午：13:30 至 16:30 ， 周末休息一天半，法定节假日正常休息。 薪资待遇:底薪5000加数据提成。 来源：马 克 团 队,高中,1-3年,1,全职,,江南时代大厦,江南时代大厦,2023-06-14,2023-07-15,2023,2023.0,智联招聘
奇瑞汽车股份有限公司,自动驾驶软件集成工程师(J16881),芜湖,鸠江区,12000.0,20000.0,岗位职责: • 负责自动驾驶软件集成工作，具体包括基础软件、中间层软件的集成； • 负责项目集成后软件系统的问题定位、问题流转、联合调试等； • 按照项目要求编写各阶段的开发和集成计划，明确开发和集成的时间安排、资源需求及交付物； • 维护集成代码，参与集成过程中的代码Review和重点Bug分析调试； 任职要求: 岗位要求 本科及以上学历，计算机科学/车辆工程/自动化/电子电气等理工科相关专业； •本科5年及以上， 2年以上软件集成开发经验者优先考虑，熟悉自动驾驶功能开发优先； • 计算机基础扎实，熟练掌握C++编程，熟练掌握多线程、多进程、socket等相关技术，有嵌入式软件开发经验； • 熟悉Git/Jenkins/Jira/Confluence的使用； • 团队合作能力；协调能力；,本科,3-5年,999,全职,,奇瑞汽车股份有限公司(银湖北路),奇瑞汽车股份有限公司(银湖北路),2023-05-25,2023-06-25,2023,2023.0,智联招聘
福建星联科技有限公司,图像算法工程师,福州,仓山,7000.0,12000.0,1.图像识别算法设计与实现，移植图像算法在产品中的应用; 2.维护图像算法在产品中的应用，不断算法优化与改进; 3.跟踪国内外最新算法发展方向和相应技术。 任职要求 : 硕士及以上学历，应用数学、图像处理与模式识别、计算机、机械等相关专业。 2.具备扎实的视频，图像相关软件算法，识别，分析，处理，捕提等设计开发基础。 3.具有数字图像处理工作经验者优先。 4.善于协调、沟通，责任心、事业心强，能够承受一定压力的工作，为人干练、踏实。 5.良好的自学能力，独文思考能力，能够学习并应用新技术。职位福利：五险一金、不加班、周末双休、节日福利。来自：www.macrodatas.cn,本科,1-3年,1,全职,,建新镇浦上金洲南路806号11栋503,建新镇浦上金洲南路806号11栋503,2023-05-23,2023-06-23,2023,2023.0,智联招聘
江苏美安医药股份有限公司,算法工程师（机器人方向）,深圳,南山,20000.0,30000.0,岗位职责： 1、负责机器人运动学算法的开发与调试，包括但不局限正逆运动学、雅克比建模和运动学标定等； 2、负责机器人动力学算法的开发与调试，包括但不局限于动力学建模、动力学参数辨识等； 3、负责机器人在线及离线的路径规划或轨迹规划算法开发与调试； 4、负责机器人力控算法开发与调试，包括但不局限于零力控制、阻抗控制等； 5、负责冗余自由度机器人零空间控制算法开发与调试； 6、负责机器人关节及操作空间运动控制器的开发与调试； 7、根据产品规划、系统构架和功能需求完成相关控制程序开发与调试，不断的对控制系统进行完善； 8、参与机器人控制系统的规划与方案设计； 9、参与控制系统的硬件搭建及调试； 10、从产品角度对相关算法及软件制定测试方案及测试用例，分析测试结果及数据，进行算法及软件的迭代开发； 11、编写相关规范性技术文档，协助专利工程师完成相关专利撰写； 12、协助机器人操作说明书的编写和客户技术支持工作。 任职要求： 1、 硕士及以上学历，自动化、电子工程、计算机、机械工程等相关专业，博士或博士后优先； 2、 两年以上工作经验，具备扎实的机器人学相关知识，具有完整的机器人运动控制研发经历； 3、 具有较强的编程能力； 4、 熟悉多轴控制器、驱动器及伺服电机的使用及调试，熟悉相关现场总线通讯模式； 5、 加分项：1）编程能力突出；2）数学能力突出，善于利用各种数学方法及工具（矩阵计算与分析、优化计算、人工智能等）解决机器人算法问题。,硕士,1-3年,2,全职,,朗山路15号,朗山路15号,2023-01-16,2023-02-16,2023,2023.0,智联招聘
广州天维信息技术股份有限公司,数据分析师,广州,天河,10000.0,20000.0,1、负责银行业、金融业的数据收集、处理、分析、研究；2、通过对客户、市场的数据进行分类了解客户的需求未来的发展趋势；3、负责数据挖掘模型的构建、维护、部署和评估；4、整理编写行业数据分析报告，为研究方向及业务发展提供决策支持。任职要求：1、统计学、数学或计算机、数理共计或数据挖掘专业方向相关专业本科及以上学历；2、有数据分析工作经验，具备良好的数据统计和数据挖掘专业知识及技能；3、熟练使用数理共计、数据分析、数据挖掘工具软件，如SAS、R语言、Python、SPSS等一种或多种，能熟练使用SQL读取数据的优先；4、主动性强，具备较强的责任心、团队协作精神以及积极向上的工作态度；5、具备良好的团队协作能力，能够协助团队成员、研究员共同完成相关课题研究。职位福利：补充医疗保险、定期体检、餐补、五险一金、绩效奖金、带薪年假、员工旅游、周末双休职位亮点：周末双休，带薪年假，定期体检。来源：马 克 团 队,硕士,1-3年,1,全职,,华观路广州天河区华观路1934号万科智慧商业广场,华观路广州天河区华观路1934号万科智慧商业广场,2023-05-09,2023-06-09,2023,2023.0,智联招聘
烟台传奥智能科技有限公司,物联网硬件工程师,烟台,福山,4000.0,7000.0,"1.熟悉物联网相关技术。如Modbus,opc,dtu等2.了解前端技术优先。3.熟悉软件技术开发C#，.net或python优先。4.能够及时响应客户需求，跟进进度。",大专,1-3年,1,全职,,山东省烟台市福山区万寿山路与银河路交叉口西150米,山东省烟台市福山区万寿山路与银河路交叉口西150米,2023-04-15,2023-05-16,2023,2023.0,智联招聘
河南开扩智能科技有限公司,振动算法工程师,郑州,,10000.0,15000.0,"技能要求:1.熟悉机械振动与机械故障诊断的相关理论知识2.熟悉数字信号处理与分析以及振动故障诊断相关算法3.至少熟悉MATLAB/Python/c++其中一种语言;熟悉c++优先4.能够独立完成故障诊断相关算法优化与编写,熟悉时频算法与动平衡算法优先5.本科及以上学历 、有过类似工作经验优先。",本科,不限,1,全职,,河南省郑州市中原区金盏街16号40栋,河南省郑州市中原区金盏街16号40栋,2023-05-11,2023-06-11,2023,2023.0,智联招聘
大连弗斯特科技有限公司,大数据开发工程师,无锡,新吴,10000.0,18000.0,1）了解基于Hive、Hadoop的大数据等主流离线计算架构，熟练掌握基于Hive的数据仓库分层设计及开发的优先。2）工作经验5年以上，主流BI（Tableau，PowerBI，Finereport 优先）经验3年以上。3）熟练运用SQL，熟悉主流数据库：PostgreSQL、SQL Server、Oracle等数据库，熟练使用HSQL优先。4）有ETL开发经验，熟悉Python语言。5）有云平台开发使用经验（阿里云优先、京东云等）。6）理解能力强，善于沟通，有责任心和团队精神。,本科,3-5年,2,全职,,新吴区白羊座4座A区,新吴区白羊座4座A区,2023-06-26,2023-07-27,2023,2023.0,智联招聘
宁波爱而达环保科技有限公司,数据分析师,宁波,,2500.0,5000.0,工作内容：每天需在电脑上对前一天24小时在线数据进行查调阅、审核、修正。 工作时间：熟练工每天累计工作时间约4小时。 工作要求：能熟练操作电脑，并会使用简单的办公软件，有责任心有耐心，能够适应每天重复不断的数据审核操作。 工作地点：可居家办公。 其他：具体工作时间可自由调整，只要确保规定时间上报当天数据审核情况即可。如可工作15分钟休息15分钟，可也工作2小时休息下，或者当天10点提早完成当天部分数据审核，则第二天基本可以休息。,大专,不限,1,兼职/临时,,北仑区小港街道渡口路495号,北仑区小港街道渡口路495号,2023-05-15,2023-06-15,2023,2023.0,智联招聘
成都松祥科技有限公司,数据分析师8K+福利待遇好,贵阳,观山湖,6000.0,8000.0,岗位职责：1、负责项目的总体管控，包括进度控制、质量控制、费用结算等工作；2、对接意向的单位或组织进行商务拜访，包括前期的资料准备；3、负责跟甲方进行项目资料对接及工作汇报；4、对接委办单位，下达项目工作要求；5、收集、上传和催收项目数据以及数据审核；6、项目预算方案、工作计划、项目报告、标书等的撰写；7、负责兼职人员的日常管理工作。 任职资格：1、本科及以上学历，优秀者可放宽；统计学、测绘学、土壤学及调查采样相关专业（农业资源环境、农业资源利用、土壤农化、土地调查、土壤学、土壤信息技术等）、生态学、林业相关专业背景；2、普通话标准，具备良好的商务技巧及沟通能力；3、对社会调查工作具有浓厚工作热情，能独立完成调查任务；4、具备良好的安全责任意识，能够适应户外工作和全国各地出差；5、具备一定的文字表达能力，能熟练运用Excel、Word、PowerPoint等办公软件；6、具有良好的职业道德、敬业精神、团队协作能力，工作积极认真、有一定的抗压能力。提供住宿、出差补贴 职位福利：五险一金、绩效奖金、每年多次调薪、节日福利、全勤奖、房补、周末双休、创业公司,本科,1-3年,5,全职,,金元大厦,金元大厦,2023-05-29,2023-06-29,2023,2023.0,智联招聘
华安期货有限责任公司,数据分析师,合肥,,7000.0,10000.0,（一）岗位职责1、负责数据中心、数据仓库系统相应功能模块研制工作；2、负责数据中心代码开发，以及产品化，制定与优化数据相关的开发实践；3、负责数据中心性能调优，控制架构质量，解决项目技术难题；4、负责数据业务算法的评估以及算法的代码实现；5、协调解决开发中的技术问题，具备核心技术攻关能力，能够解决开发过程中技术难题。（二）任职要求1、***硕士研究生及以上学历，计算机相关专业；2、具有一年以上工作经验，参加过完整Web项目开发或熟练Python，有良好的编码习惯；3、熟练使用常用的Web框架，熟练使用MySQL、Redis、RabbitMQ、MongoDB；4、熟练掌握面向对象编程、设计模式等现代软件工程的基础知识；5、熟悉常用的设计模式，有良好的编程思想、代码规范以及测试系统；6、良好的沟通能力与团队协作能力，能快速熟悉理解复杂业务，关注用户体验。 7、通过期货从业资格考试。 来自马克数据网,硕士,1-3年,1,全职,,安徽省合肥市潜山路190号,安徽省合肥市潜山路190号,2023-03-21,2023-04-21,2023,2023.0,智联招聘
科捷智能科技股份有限公司,运动控制算法工程师,青岛,城阳,15000.0,30000.0,职位描述：1.负责agv底盘运动控制算法的开发；2.负责应用层软件的开发，代码的生成、调试、维护；3.负责软件开发过程中单元测试，单元测试用例及测试报告编制；4.负责软件的实车调试及问题的分析和解决；5.负责软件开发中相关设计文档的编制；职位要求：1.本科及以上学历，车辆工程、自动化控制相关专业；2.两年左右车辆控制相关软件开发工作，熟悉车辆运动模型、现代控制理论、非线性控制理论等；3.熟悉各种控制方法；4.具备实车快速模型搭建并在车辆运行的能力。职位福利：五险一金、餐补、定期体检、免费班车、节日福利、带薪年假,本科,3-5年,2,全职,,科捷智能科技股份有限公司锦业路21号,科捷智能科技股份有限公司锦业路21号,2023-04-21,2023-05-22,2023,2023.0,智联招聘
拓尔思信息技术股份有限公司,可转正金融风险数据分析师实习生,北京,海淀,0.0,0.0,数据由马 克 数 据整理 职位描述： 1、参与金融风控、产业研究大数据产品的需求分析， 2、针对企业相关的舆情风险信息进行定期撰写舆情日报、周报等； 3、根据业务运营规划和发展，负责舆情数据服务，优化数据产品、数据分析体系，服务业务体系， 4、参与与风控各个业务团队沟通数据分析需求，为内部运营、风险体系、产品等方向提供决策支持、 5、研究行业发展及风险变化趋势，完善存量业务的风控策略，对新增业务的风控策略提供方案； 职位要求： 1、本科及以上学历，新闻、传播学、金融、统计、数据分析等专业； 2、对金融行业有浓厚兴趣（核心要求），且有过报告撰写、投资经验优先考虑 3、良好的沟通和应变能力，有创业精神和团队合作意识； 4、热爱学习，能够积极接受新鲜事物，拥抱变化，快速适应新环境及新方法。,硕士,无经验,1,实习,,程远大厦程远大厦后面新园区,程远大厦程远大厦后面新园区,2023-01-31,2023-03-02,2023,2023.0,智联招聘
苏州弘恩电子有限公司,机器视觉算法工程师,苏州,,5000.0,8000.0,1. 计算机软件专业、自动化专业、物联网专业技术等相关专业毕业；2. 熟悉C++、C#、Java等语言编程；3. 机器视觉标准软件的功能开发，涉及界面、架构、流程、文档；4. 协助销售部门完成方案评估及后续指定功能的开发；5. 吃苦耐劳，适应出差；以上技能，如你一项或一项以上的熟练应用，我们欢迎您联系我们，我们会为你提供一个很好的发展平台。 职位福利：五险一金、绩效奖金、交通补助、餐补、通讯补助、节日福利、员工旅游,本科,不限,2,全职,,苏州金枫路216号东创科技园C栋1017,苏州金枫路216号东创科技园C栋1017,2023-06-30,2023-07-31,2023,2023.0,智联招聘
湖北恒坤集团商务服务有限公司,数据算法工程师（省内头部重工企业数字农业）,长沙,天心,20000.0,30000.0,岗位职责： 1、负责大数据方法开发与测试工作，用数据科学算法解决实际问题 2、协助相关数字农艺或农艺数字化过程的数据整理、清洗、分析； 3、参多个农艺研发项目，进行数据分析，计算方法建立与测试； 4、服从领导安排，按时完成领导交代的其他工作 任职要求： 1、3-5年工作经验； 2、本科及以上学历。在现代统计学、机器学习、深度学习、计算机视觉、信号处理、数字影像处理、运筹学等领域中至少两个领域有较广泛的理解，并能在其中至少一个领域有深入理解学以致用； 2、熟练使用Python及其他机器学和深度学习框架 3、有Github和StackOverFlow长期使用习惯，有阅读英文最新文献的习惯和能力； 4、具备协作能力，能够和其他算法同学积极讨论，协作完成工作 （更多数据，详见马克数据网）,本科,3-5年,1,全职,,鑫远·鑫悦汇公寓B座706,鑫远·鑫悦汇公寓B座706,2023-05-23,2023-06-23,2023,2023.0,智联招聘
辽宁荣科智维云科技有限公司,大数据方向-高级开发工程师,沈阳,铁西,12000.0,15000.0,"岗位职责1、 本科或以上学历，计算机相关专业，5年以上软件开发经验、2年以上大数据平台项目经验。 2、 JAVA基础扎实，熟悉io、nio、多线程、设计模式、通信协议等基础技术 3、 精通Spring、Springboot、SpringCloud、SpringCloud Alibaba生态、微服务设计与开发并熟练掌握微服务架构和实现原理；掌握分布式锁、分布式事务、分库分表、消息中间件技术;掌握Docker、Kubernetes等相关技术 4、熟练掌握Hadoop、Hive、Datax、Presto/Impala、Kudu/Hudi、Sentry/Ranger、HBase、Es、Spark、Flink等大数据平台组件或开发工具中的若干种,有部署和优化经验。 5、熟悉Linux系统， 精通Java语言，具备良好的编程能力，具备源码级问题解决和集群优化改造能力。 6、有大数据平台研发经验者优先，包括但不限于离线开发平台、实时开发平台、数据质量管理、数据资产管理等。 7、对技术有激情，喜欢钻研，能快速接受和掌控新技术，学习能力和工作责任心强，良好的沟通表达能力和团队协作能力；",本科,5-10年,1,全职,,荣科科技,荣科科技,2023-02-17,2023-03-20,2023,2023.0,智联招聘
双良集团有限公司,数据分析工程师,无锡,滨湖,10000.0,15000.0,"1、基于工业领域大数据进行数据分析及挖掘，完成模型特征的提炼，归纳及筛选； 2、协助算法工程师完成模型的开发，应用及维护； 3、持续关注和引进大数据及数据挖掘前沿技术，优化提升算法平台数据分析技术； 4、编写数据分析文档，形成标准技术文档。 任职要求 1、本科及以上学历，计算机、自动化、数据科学等相关专业及相关专业，有二年相关工作经验者优先； 2、熟悉常见的机器学习方法，对特征工程，数据异常处理及时序数据处理有一定的经验； 3、熟练使用python，及相应的numpy,pandas,scipy等工具包； 4、逻辑清晰，思维敏捷，有较强的沟通和语言表达能力。",本科,1-3年,2,全职,,雪浪小镇10号楼,雪浪小镇10号楼,2023-02-07,2023-03-10,2023,2023.0,智联招聘
药融云数字科技(成都)有限公司,器械数据编辑/数据分析师（医疗器械注册经验优先）,成都,武侯,5000.0,10000.0,弹性上班时间：8:30-9:30到17:15-18:15，每天7.25个工时，午休1.5小时；紧急事假，全勤奖，周末双休；一年2次调薪机会。 岗位职责： 1、医疗器械数据处理，不断提升数据质量; 2、医疗器械产业链数据研究，为公司数据库产品和研究项目等提供数据解决方案和数据研究支持；为产品市场拓展提供分析支持； 3、持续研究医疗器械产业政策，研究行业、市场及研发动态，捕捉行业热点，形成行业洞见； 4、从医疗器械数据中挖掘、提炼产品需求或改进意见，协助产品不断完善及新功能开发。 任职要求： 1、生物医学工程、医学信息工程、临床医学、医学检验、医学技术、商业分析及相关专业本科及以上学历； 2、拥有统计学、数据科学等复合学科背景者优先； 3、对医疗器械领域的研发、应用、市场有较好的专业理解； 4、具备扎实的专业基础，较强的学习能力，有敏锐的业务理解能力、数据洞察和逻辑思维能力； 5、熟悉生物医药行业相关数据库的使用； 6、1年及以上医疗器械行业项目开发、市场和政策研究、战略分析、咨询研究相关经验者优先； 7、熟悉医疗器械行业分类、政策、法规；对数据敏感，对大数据分析有浓厚兴趣；具有良好的沟通能力与团队合作能力。,本科,不限,1,全职,,楚峰国际中心,楚峰国际中心,2023-03-18,2023-04-18,2023,2023.0,智联招聘
