企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
南京剑盛科技发展有限公司,大数据工程师,南京,,10000.0,15000.0,"银行大数据 工作经验3年以上，熟练掌握sql及etl 过程，熟悉大数据组件，如hive，hdfs，mapreduce等 1.熟练掌握Java，javascript，redis，bootstrap框架，ssh框架，VUE等，能够搭建并维护一个前后台 2.对hive,oralce有一定了解，能够进行简单的sql操作，对大数据体系有一定理解，愿意学习大数据知识 3.对shell脚本有一定的了解 4.工作经验2年 5.善于沟通和表达，能接受一定程度的加班 职位福利：五险一金、年底双薪、绩效奖金、加班补助、员工旅游、节日福利 职位亮点：朝九晚六，周末双休，加班少",本科,1-3年,,全职,计算机软件,,,2024-06-13,,2024.0,,智联招聘
三诺生物,算法专家（预测方向）,长沙,,15000.0,25000.0,"岗位职责: 1. 负责生物医学信号数据算法的开发、验证、持续优化和信号处理，包括：设计滤噪方案、提取数据特征、进行算法研究； 2. 设计和实现用于数据处理、信号处理和机器学习的高效算法，并部署模型； 3. 负责算法的性能评估，包括设计和执行测试计划，分析测试结果，并根据结果优化算法； 4. 编写技术文档，包括算法设计说明书、测试报告和用户手册； 5. 负责相关文献专利的搜索与综述以及撰写专利； 6. 相关团队项目管理工作。 任职要求: 1.硕士及以上学历，计算机科学、电子工程、信息与信号处理、电子信息、生物医学工程或相关领域。 2.5年及以上算法工作经验，优先考虑具有生物医学信号处理、时间序列分析、信号数据去噪等实际工作经验的候选人。 3.精通Python、C/C++中的至少一种，并具有使用TensorFlow、PyTorch或类似主流深度学习框架的实战经验。 4.扎实的数学理论基础，包括但不限于概率论、统计分析和优化算法, 能够开展产品算法开发、实现、验证、优化等工作。 5.精通数字信号处理的原理与实践，能够独立分析并处理复杂的传感器信号，应用信号处理技术解决实际问题 6.至少2年左右团队管理或项目管理经验。",硕士,5-10年,,全职,医疗设备/器械,,,2024-06-18,,2024.0,,智联招聘
苏州极致量测科技有限公司,几何算法工程师,苏州,,20000.0,30000.0,"岗位职责：尺寸测量软件算法开发； 岗位要求： a) 数学，机械，仪器类专业研究生学历； b) 熟练掌握C++, C# 等开发语言； c) 有CAD, CAE 软件开发经验优先录用； d) 熟悉计算机图像学，熟悉点云配准，处理等相关技术优先考虑； e) 有志于长期稳定做几何，3D仿真类算法研发工作。",硕士,3-5年,,全职,工业自动化,,,2024-08-02,,2024.0,,智联招聘
中科软科技股份有限公司,数据开发工程师,长沙,,9000.0,14000.0,岗位职责: 1. 负责数据库开发 2. 日常业务、财务的数据报表支持参与 3. 负责软件项目的数据库设计、编码、完善开发团队的数据库相关规范 4. 编写、管理数据库规范化文档 6. 编写、管理数据库规范化文档 岗位要求: ： 1. 计算机相关专业，本科及以上学历，4年及以上数据库管理和运维经验 2. 熟练使用LINUX操作系统 3. 熟悉数据库建模相关工具的使用如 Rose、Power Designer等等 4. 了解大数据的挖掘及海量数据的优化 5. 熟悉datawork工具 6. 工作积极主动，有强烈的责任感和严谨的工作作风 微信公众号马克数据网,本科,3-5年,,全职,计算机软件,,,2024-08-13,,2024.0,,智联招聘
北京国科启明教育科技有限公司,算法工程师,西安,,150000.0,200000.0,"岗位职责： 1、负责深度学习模型的优化和部署工作,视觉方向； 2、参与部分算法的开发、测试，项目文档的整理和撰写; 3、根据项目需要收集相关视频、图片，并对相关数据集进行标注； 岗位要求： 1、本科及以上学历，计算机相关专业者优先；英语水平要求CET4及以上，能够阅读英文文献。 2、熟练掌握python编程及Opencv； 3、熟悉CNN等神经网络的基本工作原理； 4、熟悉c++编程、或RKNN平台开发、或CUDA、或TensorRT开发、或有机器学习及统计学习经验者优先； 福利：双休法定休、带薪假期、下午茶、节日福利、生日福利、入职社保、不定期团建活动、电脑补贴、定期体检、半年奖、年终奖、大牛带队等。",本科,1-3年,,全职,人工智能,,,2024-06-04,,2024.0,,智联招聘
佛山奥卡机器人有限公司,高级Slam算法工程师,佛山,,20000.0,40000.0,岗位职责： 1. 研发机器人在未知环境中的地图构建算法以及自主定位算法； 2. 研究并开发机器人自主避障算法； 3. 研究并开发基于激光雷达、 超声波、IMU 、里程计等多传感器融合的室内外场景知与建模算法； 4. 融合定位算法的研究与实现，其他创新性系统算法研发； 5. 高精度定位算法关键问题研究、方案设计，算法模块开发 6. 典型场景下激光SLAM高精度定位算法方案设计、实现 7. 负责算法的优化、移植和产品。 岗位要求： 1.本科及以上学历，计算机、控制工程、数学、机械电子工程相关专业； 2.三年以上工作经验； 3. 熟悉 2D SLAM 或 3D SLAM 算法 ，掌握激光SLAM 定位导航的基础理论和算法 ； 4. 熟悉以下一个或多个领域： 基于激光雷达的目标检测、识别、跟踪； 点云/图像场景分割、理解； 三维点云/图像处理方法及相关工具库; 雷达、IMU、超声波等多传感器融合方法; 目标检测常见算法; 激光SLAM; 高精度地图; 无人车驾驶决策与路径规划及控制算法等 5. 熟悉 C/C++ 编程和常用数据结构算法； 6.有激情、能奋斗、敢创新、有一定的抗压能力； 7.有建筑机器人或AGV产品研发经验优先。,本科,3-5年,,全职,人工智能,,,2024-09-11,,2024.0,,智联招聘
郑州潮阔电子科技有限公司,高级/专家级图形算法工程师,郑州,,14000.0,25000.0,岗位职责： 1、研究新的算法和技术： ≫ 持续关注行业内最新研究成果和技术趋势，进行用户需求分析。 ≫ 基于3D打印产品的用户需求进行三维模型处理、打印精度优化、二维路径规划等算法设计和应用研发。 2、算法设计、实现、优化： ≫ 3D打印CAM软件切片引擎/打印流程中图形算法的方案设计、软件开发并提供接口，包括但不限于自由曲线曲面造型、几何约束求解、编辑、变形、CAD数据转换、三角网格相关算法。 ≫ 基于3D打印工艺机理与物理过程进行数学建模、设计、算法移植，优化核心算法。 ≫ 实操或组织算法上机联调&测试等工作。 ≫ 输出相关算法设计、接口与开发文档，以及技术专利资料。 任职要求： 1、28-38岁，硕士及以上学历，计算机图形学、数学等相关专业。 2、熟练掌握C++/Python编程，熟悉2D/3D图形学算法和数据结构，熟悉CGAL、MeshLib、libigl、openMesh、OCCT、PCL中的一个或多个几何算法库者。 3、良好的线性代数、空间解析几何能力，具备主流的几何建模引擎（ACIS/Parasolid/OpenCascade）使用或者开发经验者优先。 4、乐于挑战新技术，具有良好的编码习惯和沟通表达能力，能够独立展开工作。 更多数据：www.macrodatas.cn,硕士,经验不限,,全职,智能硬件,,,2024-08-10,,2024.0,,智联招聘
郑州潮阔电子科技有限公司,高级电机驱动/运动控制算法工程师,郑州,,15000.0,25000.0,岗位职责：高速高精平台（机电一体化系统）的运动控制算法建模、仿真、设计、开发、验证、集成与优化。 1、算法设计和实现： ≫ 步进电机驱动算法（FOC、SVPWM、无位置控制等）的设计和功能实现。 2、数据分析和模型建立： ≫ 编写电机控制软件架构、算法流程图等相关代码及技术文件，并对有关人员进行培训。 3、算法优化和性能调优： ≫ 协同硬件、结构等设计人员进行技术方案选型与集成，把SDK（算法软件包）移植落地到我司3D打印产品； ≫ 协同系统联调，优化改善整机性能。 4、算法验证和评估： ≫ 电机控制算法性能评估与测试，确保其性能和可靠性。 5、技术研究和创新： ≫ 参与电机驱动新技术、新硬件平台预研及技术攻关，提升产品技术优势。 任职要求： 1、28-35岁，硕博士及以上学历，数学、统计学、自动化等相关专业背景。 2、5年以上直流无刷电机/步进电机等驱动器软件算法设计、实现和调优经验。 3、熟练使用C/C++/Python/matlab等进行算法设计、验证和仿真，掌握FOC（磁场定向控制）、PID（比例/积分/微分）等算法。 具备较强的数学建模和逻辑分析能力，具备优秀的创新力、协作力和项目管理能力。,博士,5-10年,,全职,智能硬件,,,2024-06-14,,2024.0,,智联招聘
东风汽车,自动驾驶算法开发工程师,武汉,,15000.0,25000.0,自动驾驶算法开发工程师（应用层、底层、中间） 岗位职责: 1. 设计、实现和优化自动驾驶系统的核心算法，包括但不限于目标检测、跟踪、路径规划和行为预测等领域。 2. 开发和维护自动驾驶系统的应用层、底层和中间件，确保系统的稳定性、性能和可扩展性。 3. 进行算法性能评估和调优，通过仿真和实地测试验证算法的可靠性和准确性。 4. 与硬件团队密切合作，优化算法在不同硬件平台上的实现效率和性能。 5. 跟踪最新的研究进展和行业趋势，不断改进自动驾驶算法的性能和功能。 任职要求: 1. 3年以上本科及以上学历，计算机科学、电子工程、自动化控制或相关专业背景。 2. 精通计算机视觉、机器学习和深度学习等领域的理论和技术，具有扎实的数学基础。 3. 熟悉常用的深度学习框架（如TensorFlow、PyTorch等）和编程语言（如Python、C++等）。 4. 具有扎实的软件工程和系统设计能力，熟悉常用的软件开发工具和流程。 5. 对智能驾驶越野场景有深入理解，有相关从业经历者优先。 6. 良好的团队合作精神、沟通能力和问题解决能力。 此岗位招聘单位：猛士汽车科技公司 。关注微信公众号马克数据网,本科,3-5年,,全职,汽车研发/制造,,,2024-06-07,,2024.0,,智联招聘
永亿(广州)网络科技有限公司,数据分析师,上海,,30000.0,60000.0,岗位职责： 1、 数据支持：负责多部门业务相关数据支持，包括日常报表开发和迭代、临时数据需求、提炼数据需求并推动数据产品的落地，提升各部门的数据易用性； 2、 策略分析：基于对业务的理解，对业务数据进行深入分析，及时发现潜在问题和改善机会，为业务策略提供有价值的建议； 3、 策略制定和优化：运用各类分析方法，制定有效的业务策略，分析策略效果数据，对策略进行调优； 岗位要求： 1、统计学、应用数学、计算机等相关专业优先，本科及以上学历； 2、三年以上业务分析经验，有互联网金融/互联网经验者优先； 3、熟练使用Excel、精通SQL，至少可以熟练使用一种数据可视化分析工具，擅长R和Python者优先； 4、良好的分析问题和解决问题能力，自我驱动，并且具备较强的学习能力、创新应用能力及沟通协调能力；,本科,5-10年,,全职,企业服务,,,2024-08-06,,2024.0,,智联招聘
上海欣聘信息技术有限公司,isp算法工程师,上海,,35000.0,70000.0,1、设计实现图像/视频/显示处理的数字信号处理算法，包括但不限于RawNR，YUVNR，TNR，HDRmerge，Local Tone Mapping，Demosaic，Sharpen，Dehaze，Scaler，CA，3DLut等； 2、设计实现可微 ISP，搭建AI 联合训练框架，与机器视觉任务做联合训练，并基于收益优化ISP各模块的性能； 3、维护ISP C model、Pytorch model，撰写算法设计文档； 4、协助芯片实现人员完成算法的落地，寻找节省面积和功耗的改进方案，协助调试人员完成效果优化； 5、实时分析行业前沿方向和标杆，预研能够满足用户需求的影像算法，并提升算法性能。 工作要求 1、硕士及以上学历； 2、良好的image/video processing领域知识，熟悉isp技术或display技术，熟悉CMOS成像原理； 3、熟练掌握AI ISP的开发流程； 4、熟练掌握matlab/python/pytorch，C/C++等编程语言； 5、良好的责任心及沟通协调能力，注重团队合作，良好的文档规范。 关注公众号马 克 数 据 网,硕士,5-10年,,全职,人力资源服务,,,2024-08-22,,2024.0,,智联招聘
软通动力信息技术(集团)股份有限公司,大数据架构师,郑州,,15000.0,20000.0,1、本科及以上学历，管理/计算机/通信等相关专业，7年及以上相关工作经验； 2、熟悉大数据、数据仓库、湖仓一体、分布式架构技术理论，具备大数据整体系统架构设计和实战经验，有从无到建设大数据平台经验优先； 3、熟悉大数据组件的开发编译、搭建、维护以及性能优化； 4、熟悉大数据资源管理、监控、调度等系统研发经验； 5、精通Hadoop生态，在Hive、Hudi、Kudu、Flink、Spark、Presto等大数据技术方面有相关应用经验，能阅读源码跟踪问题； 6、精通使用相关开发语言(Java/Python/Scala/Shell等)之一； 7、精通掌握Spark、flink任意一种计算框架，掌握MapReduce计算框架原理，并有实际项目开发经验； 7、精通大数据安全组件kerberos、ranger组件搭建及维护、开发； 数据由马 克 数 据整理,本科,5-10年,,全职,互联网,,,2024-08-18,,2024.0,,智联招聘
中国航空工业集团公司北京长城航空测控技术研究所,计算机视觉和图像处理工程师,北京,,10000.0,20000.0,岗位职责： 1.负责图像处理方面的软件开发工作，针对实际问题提出解决方案； 2.负责设计、实验不同算法，并分析及应用实验结果； 3.负责撰写设计、实验算法的专业技术文档。 任职要求： 1.本科及以上计算机/自动化/电子等专业学历，计算机视觉/模式识别专业背景优先； 2.具备相机模型、图像处理及缺陷检测相关专业的理论和算法知识； 3.熟悉Open CV、pytorch等使用； 4.熟练掌握python或C++语言进行程序开发； 5.具有两年以上从事图像处理算法设计和开发经验； 6. 有3D视觉算法经验优先（如三维重建，SLAM）； 7.有较强的责任心，良好团队协作能力和沟通能力。,本科,3-5年,,全职,船舶/航空/航天/火车制造,,,2024-06-21,,2024.0,,智联招聘
福建省亿鑫海信息科技有限公司,算法工程师,福州,,13000.0,25000.0,岗位职责： 1、参与图像处理、图像识别、目标检测、图像分割等计算机视觉算法研发工作； 2、参与公司产品中安全作业目标检测识别算法的设计与开发，针对电力业务场景提供相应算法分析的解决⽅案并落地； 岗位要求： 1、 模式识别、计算机、机器视觉等相关专业，研究生及以上学历； 2、 具备扎实的图像处理、模式识别、机器学习、机器视觉、自然语言处理等理论功底； 3、 熟练使用Python开发语言； 4、 熟悉计算机视觉算法库开发库opencv，熟悉图像处理的基本算法，对目标检测算法深入了解yolov3 v4 v5等网络结构有充分了解； 5、 熟练应用darknet、 pytorch 等神经元网络模型框架； 6、熟练掌握模型训练、调参、裁剪、剪枝、量化等技术； 7、 工作踏实认真，有良好的沟通能力和较强的抗压能力； 8、 具有2年以上相关工作经验者或深度学习相关工作经验者优先 9、作风良好、品行端正、综合素质佳。。更多数据：搜索马克数据网来源：www.macrodatas.cn,硕士,3-5年,,全职,计算机软件,,,2024-08-16,,2024.0,,智联招聘
深圳市鼎阳科技股份有限公司,嵌入式算法工程师(深圳）,深圳,,15000.0,30000.0,岗位职责: 1、负责嵌入式系统算法模块架构设计； 2、负责3GPP相关协议物理层、WLAN的MAC层和物理层等相关算法软件实现和自测； 3、配合硬件、射频团队共同完成整机产品的开发、实现和测试； 4、完成相关软件设计和实现文档的撰写。 任职要求: 1、通信/信号处理/电子/计算机等相关专业本科及以上学历； 2、本科三年以上或硕士一年以上无线通信系统算法相关开发经验； 3、扎实的无线通信理论基础，对无线通信系统涉及的基础知识、发展趋势等有较为深入的理解，熟悉一种以上数字信号处理方法，如采样定理、滤波器设计、FFT、均衡、CFR、预失真等算法； 4、主导或参与过以下无线移动通信标准体系的开发工作，如GSM、TD-SCDMA、WCDMA、LTE/LTE-A、NR、WIFI等； 5、具有良好的C/C++开发能力。,本科,3-5年,,全职,仪器仪表制造,,,2024-05-30,,2024.0,,智联招聘
江苏鱼跃医疗设备股份有限公司,医疗信号处理算法工程师,深圳,,25000.0,35000.0,"岗位职责： 1.负责人体生理信号（包括ECG,EEG,EMG等）处理算法开发、优化和评测； 2.配合软硬件工程师进行算法的跨平台移植和性能优化； 3.收集、整理相关生理信号数据； 4.配合团队完成公司安排的其他工作。 招聘要求: 1.生物医学工程、计算机、电子、数学等专业，本科3年以上工作经验，硕士2年以上工作经验； 2.具备扎实的数字信号处理理论基础及实际运用经验； 3.熟练掌握C++、python者优先 ； 4.熟悉机器学习、深度学习者优先； 5.有生物医学信号处理（脑电、心电、肌电、血压、血氧等）相关经验者优先； 6.熟悉心电图诊断者优先；",本科,3-5年,,全职,医疗设备/器械,,,2024-08-26,,2024.0,,智联招聘
广东先导稀材股份有限公司,图像算法工程师,杭州,,22000.0,30000.0,岗位职责： 1、图像算法研发：负责工作站软件和高级临床应用相关的图像算法研发工作； 2、需求分析和设计：协助产品经理和前端部门，完成需求分析、技术可行性分析等相关工作； 3、技术支持和协作：协助解决跨部门和现场客户的技术问题 岗位要求： 1、大学本科及以上学历，3年以上工作经验； 2、计算机、电子、生物医学工程、应用数学等相关专业，逻辑思维能力强； 3、熟练掌握C++语言，熟练掌握计算机视觉中的数学方法，如建模、矩阵、微积分等； 4、具备图像处理、机器视觉、人工智能等基础知识，对图像特征、机器学习、CNN有较为深入的认知； 5、 精通图像处理基本概念和常用算法（图像预处理算法和高级处理算法等）， 包括边缘检测、图像增强、目标分割等； 6、 熟练使用OpenCV、VTK、ITK等一种及以上工具库，有openGL使用经验优先； 7、具备良好的团队合作和沟通能力，有强烈的探索精神和学习态度，工作认真负责。,本科,3-5年,,全职,化工,,,2024-06-18,,2024.0,,智联招聘
北京华信智原教育技术有限公司福州分公司,数据仓库工程师,福州,,8000.0,14000.0,岗位内容： 1. 负责数据仓库系统的日常维护，包括故障排查、数据清洗、性能优化等。 2. 推进数据仓库项目的落地执行，包括需求分析、方案设计、系统搭建等。 3. 参与公司整体数据治理的规划和实施，推动数据价值的最大化。 任职要求： 1. 具有丰富的数据仓库或数据平台维护经验和技能，熟悉常见的数据存储和处理方式。无经验由专人手把手带上岗 2. 能够独立完成项目的规划和执行工作，在保证进度的前提下保持高质量的交付和推进。 3. 具备较强的问题解决和沟通能力，能够快速响应和解决用户问题，有效提升用户体验。 工作地点：在北京、上海、宁波、苏州、广州、深圳、厦门、泉州、福州、南京、武汉、成都、重庆等地,本科,经验不限,,全职,IT服务,,,2024-07-02,,2024.0,,智联招聘
长沙友聘企业管理咨询有限公司,灌溉农艺师/算法工程师（灌溉）,长沙,,12000.0,20000.0,1、5年以上工作经验； 2、硕士以上学历，农学、土壤肥料、植物营养相关专业； 3、具备灌溉方法、模型研发经验，并有应用经验 4、了解市场上常见灌溉模式与设备，熟练掌握农作物田间管理，熟悉作物的生长规律及营养需求习惯； 5、可使用python计算机语言实现算法或逻辑者优先 1、负责大田作物灌溉方向的技术研发和科研项目的落实与执行； 2、负责根据不同应用场景灌溉算法和模型的开发和应用，参与其他灌溉相关项目的研发工作； 3、完成各项试验、示范和推广工作以及农作物种植相关调研及数据统计工作 4、服从领导安排，按时完成领导交代的其他工作,硕士,5-10年,,全职,人力资源服务,,,2024-06-13,,2024.0,,智联招聘
首都信息发展股份有限公司,大模型算法工程师（YFZX）,北京,,25000.0,35000.0,岗位职责： 1.负责人工智能技术方向解决方案编写和培训材料编写； 2.负责人工智能技术的应用开发，包括但不限于大模型相关应用、自然语言处理、语音识别、计算机视觉等领域； 3.参与人工智能相关应用的研发、模型的设计、训练、部署和维护； 4.参与RAG、AI Agent等人工智能相关业务项目的研发； 5.进行相关技术研究，跟踪业界最新进展； 6.与产品团队合作，将AI技术应用于实际业务场景。 任职条件： 1.计算机科学、人工智能、电子信息等相关专业研究生及以上学历； 2.两年以上NLP开发经验，熟练使用pytorch、transformers等深度学习框架； 3.对transformer、cnn、rnn等经典模型有深刻的理解； 4.掌握语音、物体检测等领域的训练、推理技术； 5.掌握RAG/ AI Agent等相关技术； 6.良好的学习能力，可根据业务需要进行相关领域的学习； 7.良好的沟通能力和团队合作能力； 8.有互联网大厂或知名创业公司工作经验者优先； 9.有发表过学术论文或开源项目者优先。,硕士,1-3年,,全职,互联网,,,2024-07-23,,2024.0,,智联招聘
广东先导稀材股份有限公司,三维重建算法工程师,杭州,,22000.0,30000.0,岗位职责： 1、三维重建算法研发：负责工作站软件和高级临床应用相关的三维图像重建算法研发工作； 2、需求分析和设计：协助产品经理和前端部门，完成需求分析、技术可行性分析等相关工作； 3、技术支持和协作：协助解决跨部门和现场客户的技术问题 岗位要求： 1、大学本科及以上学历，3年以上工作经验； 2、计算机、电子、生物医学工程、应用数学等相关专业，逻辑思维能力强； 3、熟练掌握C++语言，具有良好的数学基础，掌握光栅投影测量算法和三维重建等相关算法； 4、 熟悉3D建模、渲染与可视化等基础理论，并具备实战项目经验； 5、 熟悉渲染管线和OpenGL/OpenGL ES图形API，拥有图形API使用经验； 6、 熟悉VTK、MITK等常用一种或多种医学图像开源库，具有医学图像三维可视化或三维重建经验优先； 7、熟练掌握常用CPU、GPU加速方法； 8、具备良好的团队合作和沟通能力，有强烈的探索精神和学习态度，工作认真负责。,本科,3-5年,,全职,化工,,,2024-06-05,,2024.0,,智联招聘
北京华信智原教育技术有限公司福州分公司,大数据开发工程师,福州,,8000.0,14000.0,岗位内容： 1. 负责设计、开发和维护大型数据处理系统。 2. 制定和执行数据编码、测试和部署策略。 3. 维护现有的数据集成和 ETL 流程，并对其进行优化。 4. 跟踪新技术和趋势，推动公司数据技术发展方向。 任职要求： 1. 数据领域相关的工作经验最好，无经验有专人指导带 2. 熟悉至少一种主流编程语言（如 Python/Java/Scala），有扎实的编码能力。 3. 精通 Hadoop 生态系统中的工具和技术。 4. 熟悉云计算平台和容器化技术，并具备相关调试和管理经验。 5. 具备极强的团队协作能力和解决问题的能力。。详见官网：www.macrodatas.cn,本科,1-3年,,全职,IT服务,,,2024-06-19,,2024.0,,智联招聘
东华软件股份公司,AI算法研究员-长沙yw,长沙,,,,岗位职责： 1）结合临床具体需求，负责图像或文本算法研发，包括深度学习、图像处理等算法和软件研发； 2）负责算法性能优化； 职位要求： 1）数学，计算机，机器视觉、物理，生物医学工程等相关专业，有医学图像处理与分析及相关开发经验优先； 2）精通Torch、Tensorflow框架； 3）精通python； 4）对医学影像处理及AI算法有丰富经验和和成功案例者优先； 5）有发表高水平文章或项目申请经验者优先。,本科,3-5年,,全职,计算机软件,,,2024-08-27,,2024.0,,智联招聘
深圳市同致诚资产评估土地房地产估价顾问有限公司,数据治理工程师,深圳,,25000.0,30000.0,要求：1、计算机科学、软件工程或相关专业本科学历，具备扎实的编程基础； 2、熟练掌握JAVA、Python、SQL等编程语言，具有SQL调优经验？； 3、熟练数据仓库建设，有参与数据仓库项目经验； 4、熟悉数据治理体系DAMA、DCMM，有参与实施数据治理相关项目； 5、熟悉主流的数据相关的技术与框架，比如ETL、BI、Hadoop、Hive 、Spark、Flink、Hbase 、NoSQL等； 6、具备足够的数据处理、数据分析经验，熟悉数据建模、数据挖掘等实际操作； 7.了解Apache Falcon、Apache Atlas、Apache Ranger等数据治理相关技术者优先。,本科,3-5年,,全职,房地产开发,,,2024-05-23,,2024.0,,智联招聘
深圳市睿服科技有限公司,NLP\大模型算法工程师,深圳,,20000.0,25000.0,岗位职责： 1、负责文本挖掘、NLP模型（文本分类、舆情分析、信息抽取、搜索等）的开发、调优和部署工作； 2、探索NLP及大模型在金融领域中的应用落地； 3、参与开发大模型应用； 3、参与跟踪NLP和大模型前沿技术的发展。 1、计算机、统计学、数学或其他计算机相关方向 本科及以上学历，2年以上相关工作经验；（要求一本以上） 2、具备良好的编程能力，熟练掌握Python； 3、熟悉基础机器学习算法(LR/GBDT/SVM等)；熟悉深度学习算法原理，了解LSTM、CNN、Transformer等网络模型； 4、熟悉自然语言处理的文本分类、实体提取、情感分析、实体链接等相关任务，并有相关项目经验； 5、掌握tensorflow/pytorch/keras/paddle中任一种深度学习框架即可； 6、有大模型、搜索、知识图谱任一领域相关经验者优先； 7、思维敏捷，逻辑清晰，对工作积极严谨，责任心强，有上进心，有较强的学习能力。,本科,3-5年,,全职,IT服务,,,2024-09-05,,2024.0,,智联招聘
彩讯科技股份有限公司,NLP算法工程师（驻场）,广州,,18000.0,24000.0,一、公司介绍： 彩讯股份(股票代码:300634)是一家软件互联网上市公司，是协同办公、智慧渠道、云和大数据领域的龙头企业。拥有五地研发中心和遍布全国的运营网络，员工超过3000 人。公司坚持“以大场景运营效果为导向，全面数字化、智能化”的发展战略，持续加大在人工智能等领域的投入，将成为中国领先的智能数字化企业。 二、项目介绍： 此岗位为签订彩讯科技股份有限公司的劳动合同，长期驻点在南方电网，不需要出差，长期上班地址：广东省广州市云升科学园。双休，加班少，8点半-18点，午休1.5小时。 三、岗位职责： 1、负责收集和处理大量的文本数据，训练和优化NLP模型，并进行性能评估； 2、了解NLP大模型原理，了解多模态模型原理，参与大模型的开发和维护工作； 3、能够与其他团队合作，完成跨部门的合作项目，提供高质量的NLP算法解决方案，并负责实施； 4、能够基于开源NLP框架、LLM框架进行二次开发和调测。 四、任职资格： 1、数学、统计学、物理学、计算机、人工智能或相关专业本科以上学历，3年以上相关工作经验； 2、具有良好的Python代码开发能力，对机器学习、深度学习有深入理解，有完整NLP项目开发经验； 3、熟悉NLP算法和技术，熟悉文本清洗技术、熟练掌握pytorch或tensorflow等深度学习框架，熟悉transformers原理； 4、熟悉Linux系统，熟悉docker部署方法； 5、了解RabbitMQ/kafka，了解Redis，了解并能使用至少一种noSQL数据库； 6、责任心强，有较强的沟通协作能力、学习能力。 五、相关福利： 1、试用期入职开始购买广州五险一金 2、部分法定节假日福利发放。 3,本科,3-5年,,全职,计算机软件,,,2024-08-10,,2024.0,,智联招聘
南京北路智控科技股份有限公司,标定算法工程师(J10260),南京,,15000.0,25000.0,岗位职责: 1、负责Camera、LiDAR、Radar、IMU等传感器的标定算法选型和设计； 2、负责传感器标定相关模块代码开发、功能交付工程化落地； 3、负责Camera、LiDAR、Radar、IMU标定验证系统设计及实现; 4、负责传感器标定和验证相关模块算法版本维护和性能优化。 任职要求: 1、熟悉Camera、LiDAR、Radar、IMU等传感器使用方法和工作原理； 2、熟悉常见相机投影和畸变模型，熟悉相机内外参标定原理和流程； 3、掌握基本的点云预处理滤波、分割、配准、融合和重建等算法; 4、熟悉常用非线性优化算法，熟练使用ceres、g2o等开源优化框架; 5、熟练使用C++，熟悉python，有扎实的数据结构与算法知识; 6、一本以上学历，理工科专业，2年以上经验优先； 7、对智驾行业感兴趣，热爱技术，学习能力强；,本科,1-3年,,全职,物联网,,,2024-08-09,,2024.0,,智联招聘
深圳南区人瑞人力资源服务有限公司,数据分析师+双休+五险一金,保定,,4000.0,6000.0,数据分析师 1. 根据要求完成定期报表的制作和输出，跟踪并分析业务指标达成情况； 2. 针对运营环节中的问题、薄弱环节和漏洞，制作详细分析报告以及优化⽅案的推进执⾏； 3. 优化业务指标体系，参与设计数据统计分析平台，建⽴完善的数据分析体系； 4. 业务运营数字化，包括⽇报设计、开发、维护等，实现数据运营⾃动化可视化； 5. 构建⽤⼾数据模型，挖掘⽤⼾属性及⽤⼾喜好等需求，为业务运营提供⽀持； 6. 数据驱动运营，通过业务数据分析得到有价值的信息，为公司运营决策提供数据⽀持； 4. 任职要求 1. 全⽇制⼤专及以上学历，统计学、应⽤数学、计算机等数据相关专业优先； 2. 2年及以上数据或业务分析师相关⼯作经验，熟悉数据分析⽅法和思路，有⼤型客服中⼼相关岗位 经验者优先； 3. 熟悉Excel，可熟练运⽤MySql等数据库⼯具，熟悉SPSS等⼯具或具备python编程能⼒者优先； 4. 能够快速理解复杂问题，具有较强的逻辑思维能⼒，学习能⼒及综合分析能⼒； 5. 有较强的沟通协调能⼒，能够跨业务、跨部⻔、跨团队开展⾼效沟通与协作； 马 克 数 据 网,大专,1-3年,,全职,企业服务,,,2024-09-06,,2024.0,,智联招聘
北京思凌科半导体技术有限公司,通信算法工程师,北京,,25000.0,35000.0,岗位职责 1．物理层的算法设计，包括同步.信道编解码等； 2．MAC层关键算法设计，包括信道接入.资源分配等； 3．系统开发与仿真优化； 4．与硬件设计团队合作，确定设计架构及实现方案。 任职资格 1. 通信.电子.计算机等相关专业毕业，硕士及以上学历； 2. 有通信和信号处理相关的理论知识和项目经验; 3. 熟悉matlab/simulink或python; 4. 具备钻研精神和创造力，能够不断的学习新知识； 5. 应届生也可。。马 克 数 据 网,硕士,3-5年,,全职,电子/半导体/集成电路,,,2024-06-25,,2024.0,,智联招聘
