企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
成都天奥集团有限公司,算法工程师,成都,,8000.0,16000.0,岗位职责： 1. 负责NLP、CV、机器学习等算法模块的分析、设计、开发工作； 2. 负责算法相关数据集的收集整理与标注工作； 3. 负责跟踪深度学习领域相关算法技术发展情况，开展创新工作； 4. 负责完成方案、报告、课题等需要的算法相关内容； 5. 完成上级交办的其他各项工作。 岗位要求： 1. 硕士及以上学历，计算机、数学、通信相关专业，有相关实习工作经验者优先； 2. 熟悉主流机器学习框架，具备丰富的机器学习与深度学习算法知识； 3. 具备图形图像、数据挖掘、自然语言相关算法开发经验； 4. 熟悉Python、C++等编程语言技术； 5. 具备较强的分析能力、问题解决能力； 6. 熟悉软件开发过程，有大数据软件产品、项目开发经验优先； 7. 具备优秀的团队精神与较强的沟通协调能力； 8. 具备同类型企业与岗位工作经验优先。,硕士,经验不限,,全职,IT服务,,,2024-08-29,,2024.0,,智联招聘
北京密码云芯科技有限公司,密码算法专家（博士）,济南,,40000.0,50000.0,工作职责： 1.用密码学前沿技术解决大数据安全和隐私保护等领域的问题； 2.开展数据安全计算以及密码学相关的技术研究以及产品化； 3.跟踪研究隐私计算领域相关前沿技术的进展。 任职资格： 1.计算机、密码学、信息安全、数学等领域博士学历； 2.熟悉基本密码算法协议原理和实现，如安全多方计算、零知识证明、同态加密等； 3.具备扎实的数据结构和算法功底，至少熟悉C/C++/JAVA/Python等一门编程语言； 4.有隐私保护和数据安全相关经验的优先； 5.有密码学方向国际论文者优先。 来自：马 克 团 队,博士,经验不限,,全职,网络/信息安全,,,2024-07-25,,2024.0,,智联招聘
南京天洑软件有限公司,CFD数值算法工程师,南京,,35000.0,50000.0,岗位职责 1. 负责商业流体软件中三维求解器新颖数值算法调研与开发 2. 参与开发计划，调研以及数值算法设计 3. 提高数值计算的稳定性，鲁棒性和扩展性 4. 考虑用户习惯和需求扩展已有求解器算法 5. 有能力独立解决开发中遇到的问题，同时解决团队开发中遇到的问题 6. 指导团队成员或者与其他团队合作 任职要求 1. 博士及以上学历，计算流体力学、应用数学、热能工程等相关专业 2. 具有流体力学、传热学等理论基础 3. 使用过FLUENT等商业计算流体软件，或开源计算流体软件 4. 有三年以上开发流体数值算法、偏微分方程求解算法、矩阵求解器等经验， 5. 熟悉一阶、二阶及高阶时间与空间数值离散算法 6. 熟悉C/C++，Fortran，python等编程语言 7. 熟悉window/linux 等操作系统 8. 有快速学习和解决问题能力，良好沟通与表达能力，良好的团队协作精神与责任感，思维敏捷，踏实肯干，积极主动。,博士,3-5年,,全职,计算机软件,,,2024-06-16,,2024.0,,智联招聘
天津市三特电子有限公司,算法工程师,天津,,13000.0,26000.0,日 常 工 作： 1、负责图像特征提取、运动物体跟踪算法的开发与实现 2、负责图象处理核心相关算法，并优化算法性能 3、负责撰写相关算法实验报告和技术文档 4、参与公司现有图象处理库的维护及优化 任 职 要 求： 1、数学相关专业、自动化、计算机、，硕士学历； 2、熟练掌握C++/C编程技术（VC6.0/VS2003/VS2005/VS2008等平台）； 3、熟悉图像处理、模式识别的算法原理，能够根据系统成像自行设计图像处理及识别算法； 4、熟悉OpenCV、VisionPro、Halcon、LabView等软件者优先。 马 克 数 据 网,硕士,1-3年,,全职,仪器仪表制造,,,2024-07-29,,2024.0,,智联招聘
深圳市智胜益辉科技有限公司,智能对话系统算法工程师,深圳,,20000.0,27000.0,"岗位职责： 1. 研发家居机器人的智能对话系统，核心模块 -- 自然语言理解（NLU）、对话管理（DM）、自然语言生成（NLG）；智能机器人对话系统的特色模块，如融合环境与空间信息理解、机器人任务动作输出能力的NLU与DM等 2. 完成机器人对话系统/NLU/DM等算法现存算法的调优工作，调优网络结构，提升精度；配合团队完成专项NLU/DM的分析工作 岗位要求： 1. 计算机/数学/统计/自动化/电子类硕士及以上学历 2. 丰富的NLP相关项目经验（对话/推荐搜索/知识图谱/机器翻译/机器阅读/schema-guided dialogues/端到端对话模型等），服务端和本地端经验均可 3. 扎实的编程基础，至少精通一种编程语言，如C/C++，Java，python等 4. 了解机器学习常见算法的原理，熟练使用PyTorch, JAX等深度学习框架；高效的数据处理能力及动手能力 5. 拥有系统性思维，善于分解问题、模块化 6. 了解算法模型开发的生命周期，按需完成算法上线部署工作；能独立部署算法相关的服务 7. 有良好的自我学习能力及自驱力，对于前沿创新领域有强烈的探索欲",硕士,1年以下,,全职,计算机软件,,,2024-08-09,,2024.0,,智联招聘
深圳市智胜益辉科技有限公司,计算机视觉工程师,深圳,,20000.0,28000.0,职责描述： 1. 计算机视觉关键算法研发，包括目标检测、识别，精细物体分类等核心算法研发； 2. 深度学习相关模型网络设计、优化及相关部署； 3. 计算机视觉/数字图像处理/图形学关键算法研发及设备端优化； 任职要求： 1. 硕士及以上学历，计算机科学、信息自动化、应用数学等相关专业优先；优秀本科生亦可 2. 熟练掌握计算机视觉和深度学习相关的理论知识和实践技能； 3. 熟悉各种典型CNN网络的适用场景以及使用方法，熟悉TensorFlow、MXNet、PyTorch等主流深度学习框架中的一种或多种；或熟练掌握数字图像处理、图形学相关算法； 4. 拥有扎实的数学和编程功底，熟练使用C++、CUDA、Python等,本科,1年以下,,全职,计算机软件,,,2024-07-03,,2024.0,,智联招聘
上海广拓信息技术有限公司,振动信号算法工程师,上海,,20000.0,30000.0,职位信息 1.负责光纤振动和其他电子系统相关产品的算法研发和相关测试； 2.参与重要客户的技术交流及解决方案的设计 3.参与产品的现场实施并负责算法实现部分的指导。 岗位要求： 1.硕士及以上学历，振动、自动化等相关专业 2.熟悉常用的信号处理和数据统计算法，熟悉各种数据变换域内的信号特征提取方法； 3.熟悉传感器应用技术，具有振动监测原理和信号分析理论基础、噪声测试与分析、数字信号处理、状态监测、机械故障诊断、结构健康监测、汽车NVH、结构动力学等方面的技术背景； 4.熟悉仿真分析流程，理解和掌握仿真分析的基本理论知识，具有有限元仿真项目经验； 5.熟悉光纤传感器、光纤工程技术技术优先考虑； 5.熟悉机器学习算法、深度神经网络算法优先考虑； 6.具有Matlab、LabVIEW或python等开发经验者优先考虑； 7.有较强的的动手能力和独立解决技术问题的能力； 职位福利：五险一金、绩效奖金、带薪年假、年轻化团队,硕士,3-5年,,全职,IT服务,,,2024-08-22,,2024.0,,智联招聘
中信重工开诚智能,图像算法工程师,唐山,,13000.0,20000.0,岗位职责： 1.负责研究并开发图像处理、深度学习在产品智能化方面的需求，工作内容包括但不限于物体检测、跟踪、分割、分类识别、决策等； 2.跟进视频、图像领域最前沿的研究动态，持续提升相关产品的智能化水平； 3.负责相关设计文档、专利的撰写； 任职要求： 1.计算机、自动化、模式识别等相关专业的本科及以上学历； 2.具备较强的编程能力，熟练使用C++/python等编程语言； 3.掌握机器学习、深度学习等相关知识，至少掌握一种深度学习框架。 搜索马 克 数 据 网,本科,1-3年,,全职,电气机械/电力设备,,,2024-08-27,,2024.0,,智联招聘
广州市浩洋电子股份有限公司,算法工程师,广州,,25000.0,50000.0,一、岗位职责： 1. 负责对公司产品的人工智能综合控制系统的仿真与优化； 2. 负责对公司产品的视觉三维重构系统、导航系统的仿真与优化； 二、岗位要求： 1. 具有硕士以上学历，从事仿真和优化算法研究开发5年以上工作经验； 2. 熟悉Matlab的使用，具有扎实的数学基础，熟练运用矩阵分析、概率与数理统计、非线性优化、计算几何、多视图几何等数学工具； 3. 熟悉C/C++和Python语言，具备良好的代码风格； 4. 掌握Linux系统，熟悉OpenCV、Qt、ROS等框架者优先； 5. 熟练掌握至少一种深度学习平台：Tensorflow、Caffe、PyTorch、Paddle、Keras等； 6. 熟练掌握至少一种优化库：Ceres、G2O等； 7. 对算法研究有强烈的兴趣，具有创新精神，学习能力强，英文读写能力强，对业界的技术发展趋势比较熟悉； 8. 具备较强的承压能力、良好的表达能力、团队合作精神和创新能力； 9. 在目标检测、识别与跟踪、目标搜索等算法方面有过成功的项目经验优先； 10. 在V-SLAM、Lidar-SLAM、摄像头标定和三维重构等算法方面有过成功的项目经验优先； 11. 在A*、DWA等路径规划等算法方面有过成功的项目经验优先； 12. 在IMU、TOF、超声波、红外等多传感器融合算法方面有过成功的项目经验优先； 13. 具有博士学历或者海外工作经验者优先考虑;,硕士,5-10年,,全职,电子/半导体/集成电路,,,2024-05-21,,2024.0,,智联招聘
武汉小弦人工智能技术有限公司,图像算法工程师/OPENCV,武汉,,10000.0,20000.0,岗位职责： 1 负责图像处理核心算法的研究，包括算法理解、实现、优化等工作； 在算法主管和C++软件的双导师指导下【均10+年经验】，编程实现和优化高效落地的机器视觉等算法，掌控智能制造领域的核心算法； 2 算法小队长 同时管理和统筹多个AI算法项目，高效将外协的算法模块或函数集成到项目和检测产品中 岗位要求： 1 熟练使用C/C++、python或MATLAB中的任意一门语言 2 有OpenCV\MFC\QT经验、机器学习、视觉、语音等成功算法项目经验 3 学习意愿强且具备超强学习能力，在人工智能第三次浪潮中能不断更新知识体系,本科,经验不限,,全职,人工智能,,,2024-08-24,,2024.0,,智联招聘
山东汉鑫科技股份有限公司,算法工程师,烟台,,9000.0,14000.0,岗位职责： 1、根据公司产品和业务需求，进行相关图像算法的研发，包括： （1）相机内部图像预处理算法的研发，如：坏点校正，白平衡，颜色校正等 （2）成像质量评价算法的研发，如：清晰度，信噪比，坏点，感光曲线等 （3）图像处理算法的研发，如：定位测量，三维重建、身份识别等 2、进行图像算法优化、模块化，以及FPGA辅助移植辅助与测试； 3、负责围绕深度学习在工业质检上的应用落地，打造系统工具链，加速算法从预研到落地的转化； 4、配合系统工程师完成图像算法相关的需求调研、需求分析及方案设计； 岗位要求： 1、 硕士及以上学历，计算机、软件工程、数学等专业； 2、具有3年以上图像处理算法和机器视觉相关行业工作经验，熟悉图像处理算法的基础理论（包括图像的去噪、恢复、增强、分割、配准等）熟练运用C、C++、MATLAB等编程语言，对数据结构有一定的研究基础； 3、精通Tensorflow、Pytorch等开发库，掌握OpenCV、Halcon、Vision-Pro等开发库优先； 4、 具备良好的沟通能力和团队协作能力。 职位福利：五险一金、绩效奖金、节日福利、公司重点项目、包住、生日礼品,本科,3-5年,,全职,工业自动化,,,2024-05-25,,2024.0,,智联招聘
武汉敬思亭信息技术有限公司,数据开发（含算法）工程师,武汉,,9000.0,13000.0,岗位职责： 阿里数据中台数据及服务运营。 1、数据库设计、安装、管理、调优、备份及数据恢复、数据库安全管理等； 2、根据项目需求完成相关离线数据计算、实时数据计算等数据开发工作； 3、负责概念数据模型和逻辑数据模型的设计和维护； 4、负责数据库的性能诊断分析和系统优化、问题跟踪等。 5、参与各类设计文档的编写，参与产品需求分析、方案讨论及方案规划。 技能要求： 1、掌握基本数据库设计、安装、管理、调优、备份及数据恢复、数据库安全管理等技术； 2、熟练掌握阿里云和数据中台相关组件使用，能根据项目需求完成相关离线数据计算、实时数据计算等数据开发工作； 3、熟练掌握Python/SQL/Shell等相关语言； 4、熟练使用informatica或其他ETL工具，有ETL开发项目工作经验； 5、1-3年或以上相关工作经验，具备较强的沟通能力和表达能力，能够倾听他人的观点和想法，清楚、明确地表达个人的意图；具有较强的团队合作精神与团队合作能力，在本专业上能指导他人，有一定的传授能力；良好的职业道德和职业素养，工作认真、踏实，工作积极主动、责任心强，能承担一定的工作压力。,大专,1-3年,,全职,互联网,,,2024-06-06,,2024.0,,智联招聘
武汉敬思亭信息技术有限公司,数据开发工程师,武汉,,9000.0,14000.0,岗位职责 工作范围：后台开发、前端相关开发任务执行。 1.参与构建项目安全防护体系； 2.完成模块的数据库设计、代码编写、代码质量检查与单元测试工作； 3.完成功能模块的开发、前后台接口的设计； 4.负责H5前端网页及小程序前端界面的构建、开发、迭代、打包发布、性能优化工作，与各类交互设计与实现； 5.与产品、设计、研发人员共同参与参与需求评审，制定开发计划，并且按期交付。 任职要求 1.熟练掌握JAVA 基础知识包括IO、集合、JDBC、面向对象等知识; 2.对Netflix和阿里系微服务框架精通，掌握Spring Cloud、Nacos\Edas、Mysql、Oracle、Spring MVC、maven、git、Juni等; 3.精通html5和css3，熟悉响应式web设计技术，能利用html5，css3完成动画效果; 4.精通vue/React，精通JavaScript，ajax等JS技术，对javasript面向对象编程具有深入的了解； 5.对大数据技术较深理解，熟悉多种开源技术框架，如：Hadoop、Hive、Spark、Flink、Kafka等。 6.1-5年或以上相关工作经验；具备较强的沟通能力和表达能力，能够倾听他人的观点和想法，清楚、明确地表达个人的意图；具有较强的团队合作精神与团队合作能力，在本专业上能指导他人，有一定的传授能力；良好的职业道德和职业素养，工作认真、踏实，工作积极主动、责任心强，能承担一定的工作压力。 来自马-克-数-据-官网,大专,3-5年,,全职,互联网,,,2024-06-06,,2024.0,,智联招聘
浙江红相科技股份有限公司,图像算法工程师,杭州,,15000.0,30000.0,岗位职责： 1、负责红外图像处理算法的开发（包括图像去噪、细节增强、色调映射、图像放大等）； 2、负责红外图像超分辨率等算法的开发。 任职要求： 1、仪器仪表、电子、信息、计算机、数学或相关专业，硕士及以上学历； 2、熟练掌握C或者C++，能够使用Python或MATLAB，熟悉OpenCV，在算法性能优化方面具有一定的经验； 3、具备扎实深厚的数学基础； 4、在图像去噪、增强、融合、超分辨等方向具备一定的认知水平，有红外图像处理经验者优先，有图像或视频处理经验者优先。,硕士,1-3年,,全职,电子/半导体/集成电路,,,2024-09-11,,2024.0,,智联招聘
天准公司,算法工程师,苏州,,10000.0,20000.0,岗位职责： 1.在导师指导下完成项目的某个独立模块功能 2.阅读整理现有代码，添加注释，编写标准文档 3.和软件中心人员协作解决项目实际问题 任职要求： 1.本科及以上学历，理工科专业，对机器视觉有强烈的兴趣 2.熟练掌握C++/C#，了解图像处理和机器视觉的基本应用场景 3.能够完整写出简单的图像处理基础函数，如图像卷积，边缘检测等 4.学习能力强，数理分析和逻辑思维较好 5.英语4级以上，能阅读理解英文相关专业文档 （更多数据，详见马克数据网）,硕士,3-5年,,全职,仪器仪表制造,,,2024-08-02,,2024.0,,智联招聘
江苏富仁集团,数据分析师,无锡,,8000.0,10000.0,"岗位职责： 1、负责公司业务数字化，智能化工作，运用数字化手段推动公司业务流程变革 2、承接域内公司数字化转型工作，包含战略规划，项目推动，数据分析和智能化应用落地 3、推进公司各部门数字化项目实施，指标数字化考核方案并进行日常跟踪，确保数字化项目推动顺利实施 4、负责制造数字化系统数字治理和分析，提升数据利用能力 任职要求： 1、熟练使用一种或几种分析统计及数据挖掘工具，如：python ,R 等，精通SQL和EXCEL等常用的数据统计工具 2、有较强的学习能力，项目管理能力以及业务沟通能力，有较强的主观能动性 3、能独立理解报表需求及数据逻辑；有报表设计，模型设计经验的优先 4、统计学，计算机等相关专业本科（含）以上学历 5、有机械加工，物流运输行业经历优先，熟悉制造业相关管理系统，如ERP,MES优先",本科,3-5年,,全职,金属制品业,,,2024-07-03,,2024.0,,智联招聘
奇瑞汽车股份有限公司,智能驾驶仿真工程师,芜湖,,13000.0,26000.0,"岗位职责： 1. 负责仿真平台规划和建设，对自动驾驶系统功能及性能进行测试，包括MiL, SiL, HiL,，开发测试用例，搭建测试环境，具备测试程序开发及调试能力； 2. 分析自动驾驶系统测试问题，建立相应的仿真测试场景，进行回归测试； 3. 按照测试需求，制定测试计划、测试方案、开发测试用例，执行测试并收集测试数据，输出测试报告； 4. 熟练掌握自动驾驶相关测试标准/法规，跟踪最新测试方法、流程和法规。 5. 对接自动驾驶各功能部门，负责仿真测试环境如数据采集, 匹配标定等相关工具的持续开发及相关工具链的终端/云端部署。 任职资格： 1. 硕士以上学历，电子电气、自动化及计算机等相关专业； 2. 熟悉自动驾驶系统整体架构，对自动驾驶各个系统有深入认知； 3. 熟悉汽车智能驾驶系统开发标准和流程，有仿真测试相关工作经验，有ADAS开发测试经验者或基于大数据仿真测试经验者优先； 4. 具有良好的沟通与表达能力、自我驱动能力、思维逻辑清晰、较强的动手能力和团队协作能力。 5. 至少2年以上测试工作经验，集成测试、系统测试以及常见测试流程有深入理解。 6. 熟练使用相关系统和工具，如Linux、C++、Matlab、Python、Simulink Test/Model Advisor/Polyspace、VTD、Prescan、Carsim、Carla等； 加分项： 1.在机器人、自动驾驶等领域，具备路径规划、运动控制、运动学、动力学背景； 2.具备VTD、Simulink、Perscan、Carsim、Carmaker等相关经验； 3.能够使用工具或编程语言，进行良好的数据分析、编写算法抽取/变换、及再应用能力； 4.交通流模型、交通流重建背景； 5.机器学习、深度学习、强化学习等AI技术背景. 来源：百度马 克 数据网",硕士,经验不限,,全职,汽车研发/制造,,,2024-09-05,,2024.0,,智联招聘
福建麦田房产经纪有限公司,数据分析师,福州,,6000.0,10000.0,薪酬6K-10K面议 岗位职责： 1、负责业务数据的收集、整理、提取，进行分析、挖掘并输出分析报告，辅助业务决策； 2、建立并持续完善业务数据的统计分析模型，监测、跟踪、执行公司策略的落地； 3、推进业务数据体系建设，配合数据中台建设并搭建数据分析看板。 任职要求： 1、大专及以上学历，一年以上数据分析相关从业经验，计算机科学、软件工程、统计学等数据相关专业优先； 2、有使用Tableau、PowerBI等类似数据分析工具的经验，熟练掌握Excel、SQL等； 3、有敏锐的数据洞察力及结构化思维能力，能快速响应业务需求； 4、具备优秀的沟通与协同能力，有团队意识，工作积极主动，责任感强，能够有效推动项目完成。,本科,1-3年,,全职,房地产开发,,,2024-06-20,,2024.0,,智联招聘
