企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
软通动力信息技术(集团)股份有限公司,AI算法工程师,广州,天河区,20000.0,28000.0,"工作职责: 1. 进行与自然语言处理、机器学习相关的算法验证和调优。 2. 进行问答、对话系统的研究和开发。 Qualifications: 1. 计算机科学/信息科学/电子工程/数学专业本科及以上（国内正规大学）。 Work Experience: 1. 至少一年以上的自然语言处理/机器学习/数据挖掘的研究/开发经验（hands on[实际经验]）。 2. 如果是高级，需要三年以上的相关经验 Functional Competencies: 1. 熟练掌握Java/C++任何一种编程语言，熟练使用Python 进行文本处理相关任务（必须项）。 2. 对机器学习/数据挖掘，信息提取等技术有深入理解，并能以代码形式验证相关算法（必须项）。 3. 深入理解自然语言处理基本任务（分词、词性标注、句法分析），命名实体识别，术语/概念提取，关系提取等相关技术（必须项）。 4. 了解本体工程、知识库构建、存储、及检索，并能使用相应的工具（加分项）。 5. 深入了解深度学习相关技术（如 CNN, RNN），并能熟练使用TensorFlow 框架进行代码验证（加分项）。 6. 熟练阅读英文文献，并能理解作者的思路，以代码的形式展现（必须项）。 Behaviour Competencies: 1. 认真、踏实、肯吃苦、愿意利用业余时间进行自我学习。 2. 自我驱动、具备学习和适应新技术的能力。 3. 良好的沟通、交流能力（口头和书面）。 4. 能够和团队其他成员进行积极合作。 5. 具备进行多任务的能力，并能遵循任务的deadline, 来提交结果。",硕士,1-3年,1,全职,,华天时代,华天时代,2022-01-05,2022-04-21,2022.0,2022.0,智联招聘
软通动力信息技术(集团)股份有限公司,数据开发,惠州,惠城区,12000.0,20000.0,岗位职责： 1、负责对接数字化大盘相关需求； 2、负责数字化大盘看板数据开发，以及报表配置等工作； 3、负责星云上其他业务类报表开发工作 任职资格： 1、计算机或者相关专业专科以上学历，3年以上工作经验； 2、熟悉Hadoop大数据生态组件，如：HDFS、Hive、Spark等，熟悉常用的数据库，如Mysql，具有良好的代码风格； 3、具备良好的沟通、表达以及业务理解能力，具有积极主动的沟通意识 具备以下能力者更佳： 1、熟悉JIRA工具，了解相关数据接口以及数据表与字段含义； 2、熟悉帆软BI操作，熟悉在其上进行报表开发与配置；,大专,3-5年,1,全职,,TCL工业大厦,TCL工业大厦,2022-04-02,2022-05-03,2022.0,2022.0,智联招聘
北京中科建友科技股份有限公司,大数据开发工程师,台州,,12000.0,16000.0,学历：本科学历、计算机专业专科也可以； 工作年限：2~4年 地域：尽量在浙江区域、实现人员本地化；本次主要办公地在台州，一次性5人 技术要求：熟练使用db2、oracle、sqlserver、mysql、pg等其中一种数据库； 熟练使用kettle datastage informatica其中一款ETL工具； 了解linux系统，熟练基本命令； 了解大数据相关开发优先。 公司可提供住宿。,本科,3-5年,5,全职,,台州市商业银行,台州市商业银行,2022-06-09,2022-07-07,2022.0,2022.0,智联招聘
无锡奥维斯管理咨询有限公司,算法工程师,无锡,新吴区,18000.0,30000.0,职位描述： 1. 负责处理数理统计算法的研究和验证从事图像处理与模式识别算法研发工作。 2、基于采集数据，结合业务场景，对海量用户行为数据进行深度数据分析与统计，为运营决策提供数据支持； 3、负责基于机器学习算法或数理统计，进行资料挖掘，特征开发，分类分群等算法开发； 4、其他数据挖掘算法优化和实现。 任职要求： 1、计算机科学、信息科学、数理统计，有机器学习或深度学习研究背景或相关专业，硕士以上学历； 2、熟练掌握 Python、OpenCV、TensorFlow，PyTorch 具有较强的编程能力； 3、扎实的数字图像处理专业知识，熟悉图像识别、目标检测、目标跟踪等算法； 4. 熟悉多变量分析，时序分析，小波分析、逻辑回归、决策树、协同过滤、贝叶斯等数理分析算法。 5、熟悉 CNN，frcnn，FCN，RNN 等常用机器学习算法和深度学习框架经验者优先； 6、英语要求能够熟练查阅英文文献资料； 7、有製造業經驗者优先,硕士,不限,1,全职,,中国传感网国际创新园,中国传感网国际创新园,2022-01-10,2022-04-23,2022.0,2022.0,智联招聘
浙江大学滨海产业技术研究院,博士后（大数据开发）,天津,,18000.0,25000.0,浙江大学滨海产业技术研究院博士后工作站公开招聘博士后研究人员： 研究方向：大数据开发要求：1.计算机或相关专业，熟悉大数据的应用，如在智慧水务、医药健康等领域。 2.语言、图表的表达能力强，善与人沟通交流，思维逻辑性强，条理性、系统性强。思路开阔，具创新精神，愿意从事综合性创新性的工作。3.原则上年龄不超过35岁； 4.已在国内外获得博士学位，或即将获得博士学位（博士培养单位出具证明，进站前能获得博士学位），或新由其他博士后科研流动站（工作站）出站； 5.身体健康，品学兼优，具备完成科研项目的研究能力和敬业精神。,博士,不限,1,全职,,滨海高新区高新六路39号,滨海高新区高新六路39号,2022-01-21,2022-04-29,2022.0,2022.0,智联招聘
湖南拓维云创科技有限责任公司,人工智能算法工程师,福州,鼓楼,16000.0,18000.0,福建代表处： 主要职责： 1、迁移方案支持：梳理ISV软件栈、梳理兼容性、赋能ISV使用迁移工具套件、分析扫描资源包/依赖库/原代码、提供软件移植报告、提供移植工作量评估、提供代码迁移指导报告、协助ISV开发人员解决迁移中遇到的问题、ISV软件兼容性认证。 2、性能调优支持：应用性能测试、CPU调优、网络调优、IO调优、操作系统调优、中间件调优、数据库调优、代码调优、应用部署和发布调优、集群性能调优、赋能ISV使用调优工具套件 3、梳理ISV兼容性、赋能ISV，协助ISV开发人员解决大数据，应用使能等过程中的问题，负责联合解决方案开发支持。 4、负责ISV云服务技术赋能和支持，推动鲲鹏云服务联合方案赋能和方案构建。 【素质要求】：原则上要求统招***本科及以上学历（学历必须统招，必须学信网可查） 【专业知识要求】 1、具备扎实的服务器和存储硬件/人工智能/云计算基础知识； 2、熟悉ARM/Nvidia/X86相关的一种或多种软硬件体系结构；了解硬盘、内存、网卡等关键器件工作原理和PCIE、SAS、I2C等通用接口协议； 3、熟练掌握Python/C/C++/Java等软件编程语言。 【其他要求】 1、逻辑思维清晰，做事积极主动，有责任心，具备良好的团队沟通和协作能力； 2、能适应国内出差、合作伙伴交流和培训活动支撑； 【入职说明】：2年以上相关经验 1、签订劳动合同、全额五险一金、年终奖（1-3个月），有绩效奖，有日常加班费有加班费，周末加班有双倍加班费。 2、休息时间：周末双休，法定节假日放假。,本科,1-3年,2,全职,,信和广场16,信和广场16,2022-11-04,2022-12-05,2022.0,2022.0,智联招聘
菲特(天津)检测技术有限公司,3D视觉算法工程师,天津,东丽区,15000.0,30000.0,岗位职责 1、负责3D视觉相关技术研发，并在相关产品中落地，如3D的检测、点云分割、物体位姿估计、尺寸测量等。 2、分析解决软件开发过程中的问题。 3、负责客户现场软件的调试、操作培训等工作。 岗位要求 1、本科及以上学历，光学、自动化、计算机、机器视觉相关专业优先； 2、具备图像处理及机器视觉的基础理论和算法知识，数学功底扎实，有相关项目开发经验。 3、熟悉激光点云识别、三维重建、。 4、有良好的编程基础、熟悉掌握C++、Opencv等编程语言。 5、具有钻研精神，精益求精，具备高度的责任感，良好的学习能力。 6、具有良好的表达能力与沟通技巧，具备团队协作精神。,本科,3-5年,3,全职,,科大讯飞智汇谷,科大讯飞智汇谷,2022-07-11,2022-08-11,2022.0,2022.0,智联招聘
北京聘多多科技有限公司,数据分析师,廊坊,广阳区,10000.0,20000.0,1. 必须熟练使用帆软（FineReport）报表工具，具备独立开发录入报表、展示报表，sql编程、报表集成和部署能力，否则不录用；2. 熟悉使用数据建模工具，并可以对基于用户需求抽象出概念模型和物理模型；3. 熟悉常用数据库架构及原理，如oracle、mysql、MongoDB、postgre等关系型和非关系型数据库；4. 了解GIS、物联网数据库架构及部署方案的设计、数据库迁移，有海量数据运维工作经验者优先。,大专,3-5年,3,全职,,新奥科技园,新奥科技园,2022-05-13,2022-06-13,2022.0,2022.0,智联招聘
成都索贝数码科技股份有限公司,图形图像/音视频编解码/人工智能算法工程师,成都,,220000.0,250000.0,负责计算机视觉领域相关算法研究及实现,硕士,不限,2,校园,,高新区新园南二路2号,高新区新园南二路2号,2022-01-14,2022-02-18,2022.0,2022.0,智联招聘
锐仕方达人才科技集团有限公司天津分公司,感知融合算法工程师,广州,番禺,20000.0,40000.0,职位描述 1.负责自动驾驶系统中多传感器障碍物、车道线的跟踪、融合算法研究与开发； 2.搭建多传感器融合框架、确定时间同步方案； 3.辅助开展感知系统benchmark，协同决策规划系统开展策略设计和检验； 4.辅助系统和传感器工程师开展解决方案工作。 职位要求 1.硕士及以上学历，数学、统计、计算机、软件、通信等相关专业； 2.熟悉滤波算法，有较好的匹配、跟踪、估计理论知识； 3.熟悉Camera、Radar、Lidar等传感器原理特性，了解上述传感器目标识别算法； 4.有三年以上C++软件开发经验，具备扎实的C++编程基础； 5.对高噪声高扰动下时效信号处理有经验或见解。,硕士,3-5年,1,全职,,卡度尼大厦,卡度尼大厦,2022-09-27,2022-10-28,2022.0,2022.0,智联招聘
江苏优闼数据科技有限公司,数据分析师,北京,丰台区,15000.0,20000.0,岗位描述：负责项目预研，编制项目可研报告。 岗位职责： 1、 按工作计划，完成项目支撑工作，获得甲方认可； 2、 分析项目需求，熟练掌握业务知识和信息化建设情况，对甲方需求进行分析论证和统筹； 3、 负责可行性论证分析，熟练掌握可研编制流程和标准，编制可行性研究报告； 4、 完成领导安排的其他工作。 任职要求 学历及专业 大学本科以上学历，计算机相关专业； 工作经验： 工作经验丰富者优先； 知识技能： 1、具备信息专业技术背景，参与过企业信息化或系统建设工作 2、掌握系统开发及实施关键基础知识点 3、了解主流IT软硬件产品（数据库、中间件及操作系统等）； 4、有电力行业信息化工作经验者优先； 5、熟练账务常用各类办公工具。 个人素质要求： 1、 具有良好沟通能力、文档编写能力； 2、 工作细致、严谨，有责任心与上进心，有吃苦耐劳精神、有一定的抗压能力； 3、 具有较强的学习能力和工作热情，接受能力强，能独立处理紧急任务； 4、 服从上级领导安排，计划与执行能力强； 5、 具有良好的职业道德，诚实守信、团队合作、服务意识强。,本科,3-5年,3,全职,,国网北京电科院,国网北京电科院,2022-01-06,2022-03-07,2022.0,2022.0,智联招聘
南通润丰石油化工有限公司,数据分析师,南通,崇川区,7000.0,13000.0,岗位职责： 1、深入理解公司战略，通过商业项目的需求调研、数据分析、数据挖掘等，为管理层提供积极的数据反馈和决策支持； 2、能够结构化、可视化编写商业数据分析报告，洞察数据背后的规律和问题，为运营产品推广等业务决策和动作提供支持； 3、开展行业和竞争对手分析，定期提交行业及竞争对手分析报告; 4、深刻理解公司的产品和业务模式及数据内容，以量化分析的方法驱动决策，通过分析多维度数据，建立客户全生命周期价值管理模型，为不同客户设计优化相应营销和产品策略，满足客户需求同时达到公司业务和盈利增长； 5、通过定量分析的方法从业务全流程发现优化改进点，跟踪产品的整个流程，从前端流量、运营、风险等各个方面利用数据分析提高产品各个环节，最终完成业务线指标； 6、为各类产品、运营、风控、市场渠道等创新项目，提供可行性分析及产品效果检验的数据支持，推动不同的创新产品的孵化落地； 7、负责输出针对海量业务数据进行深度及多维度分析，如用户画像、关联度模型、NPV/PV，响应模型预测及预警模型等，参与建立并优化公司的`核心大数据决策体系。 任职要求： 1、持证上岗，***本科及以上学历，计算机、数学、统计等专业优先；3年以上数据分析经验，互联网经历优先； 2、热爱本职工作，具有高度的责任心、敬业精神，工作认真细致，能认真完成工作任务； 3、具备优良的逻辑判断能力、系统性思维能力、沟通能力和自驱力； 4、熟练使用一种或几种分析统计及数据挖掘工具，如：python、R等； 5、有模型部署经验优先，熟悉hive，spark能将各类业务需求转化为适合的数学模型； 6、熟悉并能熟练使用机器学习算法，如：kmeans，SVM，决策树，GBDT，随机森林等； 7、良好的数,本科,3-5年,1,全职,,大饭店财富中心11楼1105室,大饭店财富中心11楼1105室,2022-07-09,2022-07-16,2022.0,2022.0,智联招聘
天津先进技术研究院,软件工程师（频谱感知人工智能方向）,天津,,8000.0,14000.0,1、岗位职责： 负责电子信号参数测量和基于图像和参数的人工智能处理软件和算法研究工作。撰写设计文档，验收文档等；负责项目中系统性难点攻关、问题分析与设计优化等。 2、岗位要求 （1）本科及以上学历，通信、电子信息等相关专业，接受应届毕业生； （2）熟悉人工智能常用算法及软件开发工作； （3）有雷达、电子战信号处理算法的设计和仿真经验者优先； （4）有电子信号参数测量和调制解调算法的设计和仿真经验者优先； （5）有团队合作精神，有明确的职业目标并能长期稳定工作； （6）品德端正，身体健康。,本科,不限,1,全职,,滨海新区,滨海新区,2022-09-19,2022-10-20,2022.0,2022.0,智联招聘
成都健数科技有限公司,医药数据分析师/医药信息员（接受无经验）,成都,,5000.0,10000.0,厌倦了在实验室里做实验吗？厌倦了对药品的反复验证吗？想要拥有优美的办公环境吗？想要拥有活泼的工作氛围吗？ 加入我们，足不出户了解全球医药信息，分析全球医药市场数据，将数据“玩弄”指掌，建立自己的医药知识库。 弹性上班时间：8:30-9:30到17:15-18:15，每天7.25个工时，午休1.5小时；周末双休；一年2次调薪机会； 药融云数字科技有限公司（https://www.pharnexcloud.com/）孵化于2018年，主营医药及大制造数据服务。由中科院博士带队，集成都和上海两地研发力量于一体，公司团队氛围融洽。 岗位职责 1. 负责医药数据及相关数据的挖掘、采集、分析； 2. 结合现有药品信息系统数据，开拓行业新数据研究和分析； 3. 协助和支持药品信息系统中新数据的分析和展示； 4. 为公司内部IT等部门提供药学基础知识培训； 任职要求 1、本科及以上学历；药学、药物制剂、药物分析、药物化学、药事管理、生物技术或相关专业； 2、能熟练使用EXCEL等批量数据处理软件、熟悉使用PPT； 3、熟悉药物信息查询常用网站及数据库，可熟练检索、阅读和翻译相关外文文献，文字能力强； 4、思维严谨，具有较强的工作串联能力和沟通能力； 5、有从事医药数据处理、医药信息调研、药品研发申报、药品政策法规相关工作经验者优先。 公司介绍 我们是一家专业从事医药健康大数据服务和医药行业信息咨询的新型高科技企业。拥有目前市场最全面的医药数据库，覆盖医药行业上下游全产业链服务及医药圈人脉服务。团队由中科院博士带队，团队核心成员均为国内外top名校，深耕于医药行业十几年.现已获得50余项软件著作证书、30余项商标注册、10余项实用新型专利。现已合作客户500余家，包括政府机构杭州经开区、济南高新区等；高校机构,大专,3-5年,1,全职,,武侯区蜀锦路88号楚峰国际中心B座（地铁孵化园A口）,武侯区蜀锦路88号楚峰国际中心B座（地铁孵化园A口）,2022-01-05,2022-01-27,2022.0,2022.0,智联招聘
广州两只章鱼网络科技有限公司,低速行泊控制算法工程师,惠州,惠城区,8000.0,16000.0,工作内容：1.负责不同场景下（低速行车以及自动泊车）路径/轨迹规划；2. 负责控制车辆沿规划路径行驶；3.利用传感器信息融合计算车辆位置和航向；4.决策和控制危险情况下的紧急制动；5. 基于摄像头和超声波雷达实现全自动泊车功能。岗位要求：1.学历要求：硕士及以上，本科学历三年以上工作经验，熟悉车辆控制理论；2.有车辆横纵向控制算法/路径规划/轨迹规划相关开发经验；3.熟悉车辆底盘控制、车身动力学、轮胎及EPS/ESP/ECM/TCU等特性；4. 熟悉C/C++程序设计，掌握Matlab/Simulink仿真工具，具有车辆控制的建模和调试经验。,本科,3-5年,3,全职,,惠州市德赛西威惠南工业园,惠州市德赛西威惠南工业园,2022-06-06,2022-07-07,2022.0,2022.0,智联招聘
融域智慧(西安)智能科技有限公司,【2023届校招】软件开发&算法工程师,西安,雁塔,7000.0,14000.0,【岗位1：软件开发工程师】1、计算机及相关专业本科以上学历；2、大学英语CET-4级或以上 ；3、熟悉C++、Java、Python、MySQL、SQL Server、Oracle中一种或多种语言 \数据库；5、获得省级以上计算机类竞赛奖项的优先。 【岗位2：算法工程师】1、计算机、统计学、数学相关专业硕士以上学历；2、熟悉 C++、Java、等任意一门编程语言；3、熟悉常见的统计学与机器学习算法原理，如随机森林、svm、、贝叶斯网络、神经网络等。具备深度学习网络工作的更佳。 （来 自 马 克 数 据 网）,本科,无经验,30,校园,,天谷八路,天谷八路,2022-11-23,2022-12-24,2022.0,2022.0,智联招聘
威海北硕检测技术有限公司,机器视觉算法工程师,威海,,7000.0,10000.0,岗位职责:1.常规的C/C++应用程序开发；2.研发新的3D视觉精确定位技术；3.研发新的图形点云计算功能；4.协调项目流程中遇到技术难点，保障系统软件的稳定、流畅、高效运行。5.负责抓取算法研究和实现，提升激光测量机器人及系统的手眼标定方法和测量精度；6.学习并研究公司产品方向的新技术，攻克研发过程难点。任职要求: 1.硕士及以上学历， 计算机科学与技术、自动控制、仪器科学与技术、应用数学、电子信息工程等相关专业；2.具有扎实的数学基础，良好的数学建模能力，熟练掌握各种常见优化问题的解法；3.在深度学习、图论、图模型、优化理论、学习方法等方面有较深入的理解与认识；4.在图形学、3D视觉、机器学习方向具有扎实的理论和实践基础；熟练掌握三维重建和多视点几何的基本算法。包括但不限于SLAM、SFM等；5.熟练掌握C/C++、Python语言，熟悉OpenCV、Halcon、PCL库；6.具备良好的学习能力和清晰的逻辑思维；具备较强的责任心以及团队合作精神；,硕士,1-3年,3,全职,,环翠区海滨南路28号301室,环翠区海滨南路28号301室,2022-11-18,2022-12-19,2022.0,2022.0,智联招聘
石家庄正和网络有限公司,算法工程师,石家庄,裕华区,12000.0,15000.0,岗位职责： 1. 负责公司数据中台数据挖掘、机器学习、深度学习相关工作； 2. 可以独立负责日常工作中算法模块开发和效果调优； 3. 可以独立负责算法模块落地和技术对业务的驱动； 4. 完成上级交代的其他工作。 任职要求： 1. 3年以上算法岗工作经历； 2. 对数据结构和算法设计有一定理解； 3. 对数据挖掘、机器学习、深度学习有一定应用经验； 4. 有一定基础研究能力，可针对性发现用户需求，提出产品改进点。,硕士,不限,1,全职,,天山银河广场写字楼C座6层,天山银河广场写字楼C座6层,2022-03-31,2022-05-01,2022.0,2022.0,智联招聘
江西圆梦大数据服务有限公司,数据分析师,深圳,福田区,13000.0,14000.0,工作内容:1、负责和甲方对接项目结算的相关事宜;2、项目结算 预结算员 实施结算等;3、完成领导交办的各项工作；任职要求:1、大专以上学历，熟练掌握Excel等办公软件，电脑操作等;2、工作细心、认真较强学习能力，能适应短期出差更好;。马 克 数 据 网,大专,不限,1,全职,,深圳福田区福田中心二路与福华三路交叉口北约80米,深圳福田区福田中心二路与福华三路交叉口北约80米,2022-03-23,2022-04-06,2022.0,2022.0,智联招聘
沈阳东信创智科技有限公司,自动驾驶仿真开发工程师-校招,北京,昌平,8000.0,12000.0,岗位职责： 1.利用成熟的自动驾驶仿真软件VTD进行自动驾驶场景的开发； 2.自动驾驶传感器模型开发（如激光雷达、摄像头等）； 3.围绕仿真软件完成如MIL/SIL/HIL/DIL/VIL/云平台等自动驾驶仿真验证平台的开发工作。 任职要求： 1.本科及以上学历，车辆工程、计算机相关专业； 2.有C/C++代码功底、Linux操作系统、Matlab、Labview等基础； 3.有场景仿真软件使用经验优先，例如VTD/PreSCAN/SCANer/Carla等。,本科,不限,5,校园,,银座,银座,2022-09-06,2022-10-07,2022.0,2022.0,智联招聘
信华信技术股份有限公司,图像算法工程师 初中高级均可 华信本社自研 免费班车,大连,,9000.0,18000.0,*岗位要求： 1.信号处理、计算机、电子信息、数学等相关专业本科及以上学历。 2.1年以上相关工作经验。 3.熟悉图像分类、分割、目标检测的理论和算法。 4.熟悉深度学习常用算法及优化策略，熟悉常用机器学习算法，有相关研发验。 5.熟悉数据结构法掌握C++/Python/Jav等语言的至少一种。悉 Caffe/MXNet/TensorFlow/PyTorch 。 7.熟悉 OpenCV/PIL 等至少一中图像处理库。 7.熟悉Linux工作环境。 8.能自我驱动，对计算机视觉、深度学习、机器学习、增强学习等技术创新有学习热情。 9.具备团队协作能力。 *备注： 有视频理解、图像理解研发经验者优先。 有物体/文字检测与识别等相关经验优先优先。,本科,1-3年,5,全职,,大连甘井子区黄浦路977号,大连甘井子区黄浦路977号,2022-07-28,2022-08-28,2022.0,2022.0,智联招聘
北京数决信息科技有限公司,助理数据分析师,枣庄,薛城区,7000.0,11000.0,1、负责制作、发送、维护日常运营报表2、参与报表项目需求并提供支持，完成部门经理交办事务3、在工程师指导下，对海量日志进行数据统计与分析，产品效果评估与分析，为产品策略优化迭代提供强有力的数据支持4、在工程师指导下，从海量日志数据中发掘有价值的信息，构建数据模型，用户知道产品和运营优化5、常规化数据的可视化数据输出，对运营和产品提供高效的分析过程岗位需求：1、应届毕业生优先考虑，有长久往 IT/互联网 行业发展意向者可放宽要求2、掌握职责中所涉及行业的基本知识，熟练掌握办公软件操作及计算机基础操作3、精力充沛，喜爱竞争挑战和有强烈成功欲望4、具有较强沟通表达、逻辑分析与政策把握能力，具有数字敏感度，严谨细致在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。【温馨提示】：每日简历投递量非常大，欢迎主动与我联系,大专,不限,6,全职,,舜天国际大厦,舜天国际大厦,2022-08-12,2022-09-12,2022.0,2022.0,智联招聘
合肥中科光博量子科技有限公司,气象数据分析师,合肥,高新区,7000.0,10000.0,岗位职责 1、撰写空气质量分析报告，并能结合气象条件、空气质量预报、以及多观测仪器的数据联合分析、应急分析大气污染成因。 2、负责日常空气质量的预报工作，案例过程分析工作；根据用户对于空气质量预报服 3、参与应急会商，完成用户需求的跟踪与分析； 4、负责对用户需求进行原型制作，编写软件项目需求文档； 任职要求 1. 本科及以上学历，气象或环境等相关专业，或有气象和空气质量、空气数值模型相关工作经验； 2. 有人影、气象预报、云与气溶胶等课题经验者优先考虑； 3. 有污染气象分析、清单编制、源解析等项目经验优先考虑； 4. 有良好的沟通协调能力和良好的文字功底； 5. 具有驾驶证，具有驾驶车辆经验优先考虑； 6. 具有大气污染防治工作经验，能够胜任激光雷达扫描及走航数据分析、污染来源解析、空气质量预报分析者优先考虑。,本科,不限,2,全职,,合肥市高新区习友路2666号中科院合肥技术创新工程院研发楼5层,合肥市高新区习友路2666号中科院合肥技术创新工程院研发楼5层,2022-07-15,2022-07-22,2022.0,2022.0,智联招聘
山东芯合机器人科技有限公司,控制算法工程师,淄博,,10000.0,15000.0,负责机器人的控制算法设计，测试，调试相关工作。1、熟悉matlab、VC6.0、C语言等；2、熟悉机器人运动学控制：机械臂轨迹圆滑、圆弧插补、速度控制、力矩控制；3、有成功项目经验优先。,硕士,不限,1,全职,,山东芯合机器人科技有限公司,山东芯合机器人科技有限公司,2022-05-19,2022-06-19,2022.0,2022.0,智联招聘
北京盘拓数据科技有限公司,数据分析师,青岛,城阳区,6000.0,10000.0,公司注重团队协作，欢迎与我司发展相契合的小伙伴加入一同踏浪乘风！1-【主要工作】负责对数据的挖掘、收集、整理与分析等，数据模型的建立、训练和优化，具体详聊；2-【技能要求】a.英语四六级或有较好的英文原文阅读能力，更看重实操水平；b.有python等开发实际经历，了解数据库等相关技能。3-【个人要求】a.有较强的沟通能力、理解能力和表达能力，有团队协作精神和较强的执行力，心理素质好，综合素质高；b.工作细心、耐心，具有出色的逻辑思维能力和对网络信息数据有较高的敏感度，思维严谨；c.熟练使用办公类软件，完成团队交办的其他工作；4-【其 他】中共党员及预备党员、复员退伍军人优先；优秀者条件可放宽且薪资面议。,本科,1-3年,2,全职,,青岛城阳区青岛高新区松园路17号**,青岛城阳区青岛高新区松园路17号**,2022-06-27,2022-07-28,2022.0,2022.0,智联招聘
北京环丁扬冠科技有限公司,大数据分析师,哈尔滨,松北,8000.0,10000.0,我们需要：1、年龄 20 - 28 之间2、***大专及以上学历3、在京工作一年后要求回当地工作的，可申请调回当地省会城市的分公司或合作企业工作。我们希望：1、产出部门周/月/季度运营报告，为部门决策提供数据支撑和建议2、对每个产品的效果进行数据分析，出具分析报告，提出优化效果的可行性方案3、对产品进行深度挖掘，为公司输出关键指标以及运营各业务线并输出专项分析报告我们可以：1、上班时间 早九晚六2、国家法定节假日放假 周末双休有志于IT、金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融、IT行业有强烈意愿者。良好的沟通能力，很好的亲和力和较强的人际交往能力；精力充沛，喜爱竞争挑战和有强烈成功欲望；遵守纪侓和行业规范，具有敬业精神及团队合作意识；【温馨提示】每日简历投递量非常大，欢迎主动与我联系 关注微信公众号马克数据网,大专,不限,5,全职,,鹰沙大厦,鹰沙大厦,2022-11-02,2022-12-03,2022.0,2022.0,智联招聘
成都柯诺维企业管理有限公司,音视频编解码算法工程师,珠海,香洲区,20000.0,40000.0,"工作职责： 1、 优化三维模型流文件的压缩，包括模型文件（OBJ）压缩，模型序列的压缩；提高压缩速度，优化压缩比 2、 优化自定义三维模型流文件的压缩格式，规范API和文档 3、 优化自定义三维模型流文件的全平台解码，包括Android，iOS上的Unity/Unreal Engine插件和原生，以及H5 任职要求： 1、 本科及以上学历，具有一年及以上模型或视频编解码研发经历 2、 具备很强的学习能力和自我驱动力，熟练英文文献阅读与复现 3、 熟悉模型编码算法，例如 Edgebreaker等；或熟悉视频编码，例如 h264,h265,avs等 4、 熟悉CUDA，或有图形学研发背景是加分项 5、 熟悉Unity，Unreal Engine，OptiX是加分项 马 克 数 据 网",本科,1-3年,1,全职,,环宇城,环宇城,2022-04-25,2022-05-26,2022.0,2022.0,智联招聘
中国安全生产科学研究院,机器学习算法工程师,北京,,15000.0,25000.0,（macrodatas.cn） 工作职责： 1、参与部门承担的科研课题和项目的研究工作（风险预警、决策分析、大数据分析及相关方向）2、完成其他临时任务。职位要求：1.统招硕士及以上学历，至少3年工作经验，计算机、软件工程、人工智能及相关工科专业，2.具有较强的科研、学习和文字表达能力；有较好的数学建模，算法设计等方面技术能力。熟悉java、python、Matlab中至少一项。年龄在35周岁以下。3.需具备基于sklearn的机器学习算法对to-B业务的数据建模能力，对典型的回归、分类、聚类算法均能良好掌握。4.需具备LSTM、CNN、SVM、RF、Xgboost等主流算法的理解能力，并能够结合相应业务进行应用。5.至少对化工、煤炭、电力、矿山以及钢铁等各类工业生产业务中的一种有所了解，最好具备相应的工作经验。6.近两年发表过中文核心及以上论文优先,硕士,3-5年,2,全职,,北京市朝阳区北苑路32号安全大厦,北京市朝阳区北苑路32号安全大厦,2022-11-24,2022-12-24,2022.0,2022.0,智联招聘
深圳大方智能科技有限公司,视觉算法工程师,东莞,,25000.0,35000.0,【岗位职责】 1、能独立承担项目的开发，负责部门机器视觉算法问题的定位、分析、2D/3D视觉相关算法的设计实现； 2、负责项目过程中的3D视觉相关应用实施，包括不限于：相机硬件选型、架构设计、视觉方案制定、相机标定、3D视觉标定、手眼标定、点云配准、目标识别以及算法实施（基于Halcon或者OpenCV等）； 3、负责机器视觉算法优化及维护； 4、完成开发相关设计文档，控制项目开发进度。 【任职要求】 1、本科及以上学历，计算机、自动化、数学等相关专业； 2、3年及以上工作经验，掌握常见的图像处理算法，熟练运用C++语言，熟练掌握OpenCV或Halcon，且有过算法落地和优化经验； 3、有过物体视觉定位，检测、测量和识别等项目经验，对相机坐标变换，相机标定熟练掌握，独立负责过项目者优先； 4、具备扎实的数学基础，熟悉多视几何中相关数学概念； 5、具有良好的团队合作能力和沟通能力，对机器人及视觉行业有浓厚的兴趣。 深圳大方智能科技有限公司致力于研发、设计、生产基于AI和视觉的L3级别智能化自动驾驶、视觉作业机器人，基于高速互联网技术/5G技术，向中国和海外客户提供智能特种机器人服务。 公司团队来自华为、澳洲电信、瑞士合众集团、济南建筑研究院和国内领先的智能装备企业，在自动化设备生产制造、自动化工程和信息图像处理技术方面有着创新的技术实力和丰富的实践经验。 工作地点（可根据人选情况灵活选择工作地点）： 广东深圳南山区前海卓越金融中心A座27楼 广东东莞厚街光辉智谷A1栋10楼 员工专属福利： 1、良好的双线晋升机制；,本科,3-5年,3,全职,,厚街镇家具大道196号光辉智谷A1栋10楼,厚街镇家具大道196号光辉智谷A1栋10楼,2022-08-25,2022-09-23,2022.0,2022.0,智联招聘
