企业名称,招聘岗位,工作城市,工作区域,最低月薪,最高月薪,职位描述,学历要求,要求经验,招聘人数,招聘类别,初级分类,公司地点,工作地点,招聘发布日期,招聘结束日期,招聘发布年份,招聘结束年份,来源
牧原肉食品有限公司,运筹优化算法工程师 (MJ011144),南阳,内乡县,20000.0,35000.0,【岗位介绍】在这里，你将从事实际业务梳理，将实际业务问题转化为数学模型，通过算法求解模型，并将模型模块化标准化通用化平台化，为各种客户提供有价值的智能决策服务。通过把算法和精益咨询工作的融合，接触最前沿的智能决策算法和模型求解技术，成为智能决策领域全方位的专家；【岗位职责】：1、负责运筹优化、机器学习、深度学习等前沿算法和技术在屠宰业务场景中的创新应用和落地实践，共建智能工厂，助力企业数字化转型；2、负责数据驱动的决策优化算法，将系统优化和机器学习等技术有效结合并应用于智能调度、线路规划、收益管理等；3、负责核心算法模块的持续优化和改进，沉淀不同场景解决方案，推动算法中台建设；【任职要求】1、有数学建模经验，期望通过算法推动行业进步；2、熟悉运筹优化，了解凸优化、整数规划和智能优化算法；3、专业：运筹学、统计学、数学、计算机、自动化等；,学历不限,不限,10,全职,,内乡牧原肉食品有限公司,内乡牧原肉食品有限公司,2022-11-05,2022-12-06,2022.0,2022.0,智联招聘
深圳市鼎驰科技发展有限公司,数据开发/数据分析-双休-不加班,深圳,福田区,14000.0,19000.0,1、熟练掌握Hadoop、Hive、Spark、ES、Flink等至少两种以上大数据相关平台和技术组件；2、熟练掌握SQL，熟悉Java；了解Python或Scala语言优先；3、熟悉大数据仓库和Oracle关系数据库，有较好的SQL编程能力和良好的设计与编程习惯，具备一定的SQL调优能力；4、3年及以上IT开发相关工作经验，本科及以上计算机相关学历；5、认真仔细、踏实肯干，有上进心和求知欲，善于学习和运用新知识，善于思考分析，善于沟通和逻辑表达，有团队意识和执行力；岗位一：南山梦海地铁站：要求英语流利，熟悉python，有云平台开发经验优先，福利：六险一金，双休，入职享有12天年假，上班不打卡，环境非常舒适 岗位二：福田地铁站：有证券，银行，保险，金融项目经验，计算机相关专业，福利：六险一金，双休，有免费早，午两餐，加班有餐补及调休，月度评优奖等。 岗位三：位置同岗位二，是数据分析岗，有证券，银行，保险，金融项目经验，有百万级数据处理经验优先，福利同上,本科,3-5年,5,全职,,荣超商务中心A座,荣超商务中心A座,2022-08-11,2022-09-11,2022.0,2022.0,智联招聘
山东产业技术研究院,AI算法工程师（先进材料院）,济南,历城,0.0,0.0,岗位职责: 该岗位隶属于先进材料院 1.负责材料大数据产品的算法设计，能够将模型算法应用到具体场景中； 2.根据业务进行算法优化、模型封装与接口设计，确定最有效的算法； 3.研究典型场景的AI应用算法与模型实现，形成AI应用解决方案； 4.负责产品关键算法的开发实现，包括模型验证、模型训练、落地实施等。 任职要求: 1.计算机或数学相关专业，特别优秀者学历可放宽至本科，5年左右相关工作经验； 2.精通Python、Java等编程语言中的一种； 3.能熟练使用Caffe2、Theano、TensorFlow等主流的深度学习框架； 4.有大数据处理经验，熟悉Hadoop或者Spark等分布式处理平台； 5.具有机器学习的算法基础和项目实战经验； 6.具有优秀的沟通和表达能力，团队合作意识。,硕士,5-10年,10,全职,,港兴三路未来创业广场3号楼,港兴三路未来创业广场3号楼,2022-11-24,2022-12-24,2022.0,2022.0,智联招聘
北京蓝飞信息科技有限公司,商业数据分析师,天津,河西,6000.0,8000.0,任职要求：1、须已毕业的大专及本科以上学历，年龄20-28之间；2、签订正式合同、五险一金；3、无经验者，由公司项目经理带;岗位职责：1、负责收集分公司、项目部的各类月度、季度、年度统计报表，并汇集、综合整理成公司的统计报表，及时上报上级部门，分析各项统计数据，经常向领导、有关部门提供各类统计信息、分析资料等。2、检查计划完成情况，提供、编制检查计划完成情况和各类数据。3、建立、健全统计台帐，及时、完整、系统地积累各项统计资料，按归档要求，按时归档。职位要求 ：1、有志于IT、金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融、IT行业有强烈意愿者。2、良好的沟通能力，很好的亲和力和较强的人际交往能力；3、精力充沛，喜爱竞争挑战和有强烈成功欲望；4、遵守纪侓和行业规范，具有敬业精神及团队合作意识；5、正直诚信，忠于企业，传承企业文化，愿意与企业一起发展成长；【温馨提示】：每日简历投递量非常大，欢迎主动与我联系。,大专,不限,5,全职,,国鑫大厦,国鑫大厦,2022-11-26,2022-12-27,2022.0,2022.0,智联招聘
上海慧姿化妆品有限公司,计算机视觉　深度学习算法工程师,上海,,20000.0,30000.0,岗位要求：１.精通多视角立体视觉算法的一个或多个方向：如多相机标定，双目立体视觉，基于结构光的单目立体视觉，结构光图像编解码等；２.熟悉计算机视觉、生物识别、人像识别、机器深度学习。３.本科及以上学历，机器视觉、图像/图形处理相关专业；,硕士,3-5年,2,全职,,松江区九亭镇沪松公路1251号,松江区九亭镇沪松公路1251号,2022-09-08,2022-10-09,2022.0,2022.0,智联招聘
徐州正尔商贸有限公司,SLAM算法工程师,徐州,鼓楼区,13000.0,17000.0,"1、本科以上学历，两年以上工作经验2、掌握SLAM基础理论及算法，以SLAM算法为专业研究方向者优先，有成熟SLAM产品者优先；3、熟悉ROS，熟悉机器人导航及传感器标定，姿态估计；4、掌握基础算法知识，如EKF、UKF、PF等；5、熟悉PID控制算法、最小二乘算法、马尔科夫定位算法、蒙特卡洛算法；6、具有多传感器融合的理论和实践经验；7、 熟悉常用开源激光SLAM项目如：Cartographer、HectorSLAM、Gmapping、KartoSLAM、CoreSLAM、LagoSLAM等；8、具有较强的编程能力，熟悉C/C++,python；9、扎实的数学功底，能够推导传感器中常用的数据转换，滤波公式；有能力阅读最新学术论文，具备创新精神",本科,1-3年,5,全职,,宝莲寺路与洞山南路交叉口,宝莲寺路与洞山南路交叉口,2022-08-05,2022-09-05,2022.0,2022.0,智联招聘
广州国开信息科技有限公司,大数据分析师,乌鲁木齐,沙依巴克区,10000.0,15000.0,"岗位职责： 1、分析客户需求，理解客户业务； 2、负责对数据进行深度分析和挖掘，创建大数据分析流程，进行数据探索分析，构建分析模型为优化产品涉及提供数据支持； 3、探索金融征信行业发展趋势，跟踪数据挖掘和数据分析领域的技术发展方向； 4、与业务团队紧密沟通和联系，解决部门数据统计和分析需求。 任职要求： 1、计算机、数学、统计、金融等相关专业，3年及以上相关开发经验； 2、熟悉Oracle，DB2、MYSQL中至少一种主流数据库软件； 3、统计学知识和软件使用经验优先（SAS、SPSS等），熟悉决策树、聚类、逻辑回归、关联分析、SVM、贝叶斯等数据挖掘算法，有数据挖掘项目经验； 4、有分布式运算相关开发经验，有Hadoop,Hive,Mapreduce,Storm,Spark等相关开发经验优先； 5、具有极强的学习能力和业务理解能力，良好的沟通和团队合作能力； 6、有银行、信贷、电商、互联网等行业经验优先。 公司介绍： 广州国开信息科技有限公司是一家着力于金融软件产品开发、研究为主的信息科技公司，总部设立于广州天河软件园华景园区，在北京、长沙、江西、上海、武汉、新疆、深圳、哈尔滨等全国各地设有分支机构。 公司通过软件成熟度CMMI5认证，ISO9001质量体系认证，ISO20000信息技术服务管理认证，ISO27000信息安全管理体系认证，是广州市高新技术企业和广州市研发机构。公司深耕软件开发十多年，拥有专利和软件著作权证书 60多项。 主要产品有： 银行综合前置MBP平台 统一支付平台 NETWAY互联网应用网关 小程序银行 互联网电商平台 微信银行平台 交通行业乘车APP/小程序 掌钉办公软件 ...... 公司使命:千百万企业的科技部门，IT人才的黄埔军校 公司愿景:让商业更简单，让世界充满",大专,3-5年,1,全职,,兴业银行(新疆分行营业部),兴业银行(新疆分行营业部),2022-08-29,2023-02-26,2022.0,2023.0,智联招聘
中信期货有限公司,金融科技委员会-数据科学家-期货量化与风险定价方向G00904,上海,浦东,50000.0,100000.0,岗位职责： 1、负责大数据与人工智能在期货量化和风险管理方向的研发与应用； 2、以程序量化为基础，结合学界、业界最新理论，通过数据建模、机器学习、深度学习等方法探索期货产品配置、定价、风险等研究； 3、深入研究AI、大数据、深度学习在量化择时、事件驱动、舆情分析、金融衍生品定价、客户行为预测等方面的模型、策略及算法的研究及实现； 4、负责大数据与人工智能领域前沿技术在期货业务实践和应用； 5、负责数据产品、数据模型、数据算法等成果的推广宣贯、经验分享等。 岗位要求： 1、计算机、金融工程、统计、数学等相关专业硕士研究生及以上学历； 2、5年及以上工作经历，具备期货、证券、金融企业、金融科技企业及科技企业相关工作经验； 3、熟悉期货等金融衍生品市场交易规则，现货市场以及期现结合业务模式；具有一定的量化功底，了解各种统计模型、风险评估模型、风险管理的框架和流程； 4、熟悉目前主流的机器学习、深度学习、知识图谱、自然语言处理等研究方向的原理的和基础模型，具备相关算法实施经验； 5、有良好编程功底，熟悉Python，SAS，Spark，TensorFlow等数据挖掘、机器学习工具和框架； 6、具有扎实的建模基础和经验，熟悉模型算法框架等；熟悉贝叶斯、决策树、神经网络等数据分析框架与算法、有良好的数据敏感度，善于处理大规模金融数据，具备扎实的统计知识，有独立实现数据分析、挖掘、清洗和建模的经验；有期货量化、风险度量等建模经验者优先； 7、有较强钻研、沟通和协调能力，善于发现问题并能给出具体的解决方案。,硕士,5-10年,1,全职,,陆家嘴世纪金融广场3号楼,陆家嘴世纪金融广场3号楼,2022-08-18,2022-09-18,2022.0,2022.0,智联招聘
南通大米广告传媒有限公司,数据分析师助理,南通,崇川区,5000.0,10000.0,岗位职责： 1、分析相关各类金融市场撰写分析报告、投资方案， 2、收集国际金融信息资料，加以分析预测，及时追踪国内外金融市场动态。 3、善于对宏观经济形势 和金融市场进行深入分析，为客户提供专业金融分析服务以及投资策略建议。 4、具有一定的行业与金融产品分析能力，敏锐快捷的市场反应能力和较强的风险控制意识。 5、负责配合交易员进行交易维护和咨询； 6、定期对交易员进行专业培训或技术讲座。 任职要求： 1、对金融事业高度热情，坦诚自信，高度的工作热情。 2、具有较强的逻辑思维能力、创新和钻研精神； 3、思路清楚、有良好的沟通技巧和语言表达能力，性格开朗。 4、有良好的团队合作精神及独立工作能力，有敬业精神。 5、欢迎应届毕业生参加工作。,学历不限,不限,1,全职,,南通文峰广场6号楼13层中煜科技,南通文峰广场6号楼13层中煜科技,2022-08-08,2022-09-08,2022.0,2022.0,智联招聘
北京南天信息工程有限公司,大数据开发工程师,西安,雁塔,14000.0,21000.0,入职保障：六险一金+年终奖+全勤奖+绩效奖+调薪（一年固定1-2次调薪机会） 面试情况：线上面试，发offer 岗位职责： 1、负责数据服务功能技术设计文档的编写； 2、负责业务数据的分析、集成、清洗、加工程序的开发； 3、负责数据仓库的设计、开发、优化工作； 4、负责为公司各部门的数据应用提供指导和支持。 任职要求： 1.具有3年以上的大数据开发经验，熟悉大数据、数据仓库、分布式架构技术理论，具有系统架构设计和实战经验，熟悉CDH、HDP、TDH至少一款大数据产品 2.熟悉大数据组件的开发、搭建、维护及性能优化； 3.具有较强的开发能力，能熟练使用shell、sql等开发语音，熟悉大数据生态、关系型数据库和NOSQL数据库等相关知识，能够独立完成并知道初级开发人员完成大数据相关的开发和优化工作； 4.熟悉hadoop、hbase、hive、zk等技术和组件； 5.熟练掌握spark、flink、mr任意一种计算框架； 6.具有一定的机器学习、人工智能、数据分析工作的经验者优先 公司福利： ● 六险一金：社会保险、住房公积金、补充医疗保险； ● 休假管理：带薪年假、病假、婚丧假、产假等，人性化的调休制度； ● 薪资管理：季度全勤奖、季度优秀奖、年终奖、加班补助； ● 培训体系：新员工入职培训、专业培训； ● 员工发展：科学的绩效考核及薪酬增长体系、完善的员工职业生涯规划管理； ●其他福利：员工意外险、定期体检、生日福利、结婚生子、节假日福利、每年两套服装、项目组慰问、趣味运动会、团建活动、各类公益活动等。 来源：马 克 团 队,本科,3-5年,1,全职,,中国农业银行研发中心西安研发部农行,中国农业银行研发中心西安研发部农行,2022-11-04,2022-12-05,2022.0,2022.0,智联招聘
北京康喜中医院(有限合伙),数据分析师(接受无经验),乐山,市中区,8000.0,10000.0,偏数据分析岗我们希望：1、产出部门周/月/季度运营报告，为部门决策提供数据支撑和建议2、对每个产品的效果进行数据分析，出具分析报告，提出优化效果的可行性方案3、对产品进行深度挖掘，为公司输出关键指标以及运营各业务线并输出专项分析报告我们可以：1、上班时间 早九晚六2、国家法定节假日放假 周末双休应届毕业生优先，有志于IT、金融行业长远发展（金融、经济学专业可放宽至大专）；或对金融、IT行业有强烈意愿者。良好的沟通能力，很好的亲和力和较强的人际交往能力；精力充沛，喜爱竞争挑战和有强烈成功欲望；遵守纪侓和行业规范，具有敬业精神及团队合作意识； 【温馨提示】每日简历投递量非常大，欢迎主动与我联系 来源：,大专,不限,10,全职,,凌云大厦,凌云大厦,2022-05-12,2022-05-29,2022.0,2022.0,智联招聘
山东仕达思生物产业有限公司,算法工程师,济南,历下,10000.0,20000.0,岗位职责： 1、负责医学图像处理（分类、标注、检索）、智能识别、目标检测等相关技术的研发工作。 2、优化现有的医学AI模型 3、负责相关专利和论文的撰写 岗位职责 1、硕士及以上学历，数学、统计分析、机器学习、模式识别、计算机、机器视觉相关专业优先，英语六级，博士优先； 2、熟练至少一种主流Deep Learning Framework（Caffe、 Caffe2、Pytorch、Tensorflow、MXNet、Keras、DarkNet）； 3、熟练掌握C++和Python中的至少一种计算机语言； 4、熟练掌握ubuntu或其他Linux系统； 5、.能够阅读相关的英文论文文献。,硕士,不限,5,全职,,华能路38-9号汇能大厦29楼,华能路38-9号汇能大厦29楼,2022-11-18,2022-12-19,2022.0,2022.0,智联招聘
聚思鸿信息技术服务(大连)有限公司,数据分析师-Reporting,大连,甘井子,5000.0,8000.0,"职位介绍： · 负责项目内部和外部的报表制作 · 协助在BI/excel中开发仪表盘，为领导层识别关键指标并制作内部报表 · 参与生产率、利用率、预算、预测等分析，准确定位影响它们的根本原因或关键指标，以提升财务情况 · 运用新的科技或工具使手动流程自动化，协助报表流程优化，以减少报表制作和数据整合工作量 · 了解项目当前使用的信息系统，提供有效的数据分析和报表，帮助项目找到最佳解决方案 · 保质保量地提供内部和外部需要的各种报表，尤其是时间紧张的情况下 职位需求： · 大学学士学位 · 1年以上数据分析或报表制作经验 · 具有较强的excel，PPT，等其他办公软件知识，会VBA , Power BI/Tableau, SQL, Python优先考虑 · 清晰的逻辑思维能力，能快速掌握数据分析的关键指标和流程 · 认真，仔细，重视细节 · 良好的沟通能力，有跨职能部门合作的工作经验的优先 良好的英语读写能力，有在不同文化和环境的工作经验的优先",本科,1-3年,1,全职,,大连软件园9号楼,大连软件园9号楼,2022-12-09,2023-01-09,2022.0,2023.0,智联招聘
浙江一鸣食品股份有限公司,商业数据分析师(J10488),常州,金坛,15000.0,25000.0,岗位职责: 1.负责用户资产全局业务的数据分析工作，挖掘数据分析需求，制定并实施分析方案，根据结果为业务改进提出合理化建议； 2.通过专题及定向营销活动，对业务问题进行深入分析，为运营决策、营销推广策略、产品改进提供数据支持，推动业务部门数据驱动业务决策的转化； 3.负责营销体系、门店体系的数据收集、整理、分析，承接各部门营销活动的数据需求； 4.协助部门搭建CDP系统，以及营销自动化模型、用户增长模型。 任职要求: 1.统计、数学、信息技术相关专业本科以上学历，零售行业5年以上数据分析/挖掘相关经验； 2.精通EXCEL、SQL、PPT等办公软件，熟悉使用Python、R等数据分析工具； 3.熟练独立编写商业数据分析报告，及时发现和分析其中隐含的变化和问题； 4.良好的数据敏感度，能从海量数据提炼核心结果：有丰富的数据分析、挖掘、清洗和建模的经验； 5.良好的跨团队、部门沟通及推动能力，善于在快速发展过程中解决问题并形成方法论。,本科,5-10年,1,全职,,江苏一鸣食品有限公司,江苏一鸣食品有限公司,2022-09-19,2022-10-20,2022.0,2022.0,智联招聘
深圳市德科信息技术有限公司,广告数据分析师,深圳,宝安,21000.0,25000.0,岗位职责 1 vivo商店业务大盘指标、策略指标及用户关键指标报表建设，包括但不限于广告分发、游戏分发、内容分发 2 深度专项分析，包括用户行为分析、场景分析、广告策略分析、算法策略分析、badcase分析及定位 3 特征产出和分析，通过用户行为、广告行为等数据，探求区分度，为算法挖掘有价值的特征 4 口径校验、埋点管理、中间表建设 任职要求 1 有一定的用户产品策略经验，对该领域有浓厚兴趣 2 有基本的算法知识，对广告算法模型和特征有一定的基础 3 具备较强的数据分析和数据挖掘经验，熟练SQL/Python/scala等 4 具备沟通和推动能力,大专,3-5年,1,全职,,宝安中心(地铁站),宝安中心(地铁站),2022-08-17,2022-09-17,2022.0,2022.0,智联招聘
浙江信达可恩消防实业有限责任公司,arduino电子 物联网IOT工程师,嘉兴,海宁市,8000.0,10000.0,"工作内容： 1、负责物联网设备设计开发； 参与软件需求设计，参与应用需求实现软件构架设计、功能规划和相关接口开发设计、详细设计； 任职要求： 熟悉无线传感网络、以太网、现场总线等通讯技术，了解Wi-Fi、蓝牙4.0等技术，掌握主流传感器应用方案，并具有相关技术的综合组网经验； 熟悉物联网相关技术趋势, 熟悉物联网相关协议（mqtt）及相关开源项目优先； 来源：",本科,3-5年,2,全职,,信达,信达,2022-04-24,2022-05-25,2022.0,2022.0,智联招聘
北京矩网科技研发中心(有限合伙),人工智能算法工程师,唐山,路南区,25000.0,35000.0,工作职责 1. 负责公司人工智能方向架构设计，负责调研分析业内人工智能发展情况和方向； 2. 负责预研公司人工智能相关使用技术领域，包括但不限于机器学习、图像识别，语音识别，自然语言处理，物联网等领域； 3. 负责公司人工智能项目设计、核心代码的书写，组织解决项目开发过程中的重大技术问题； 4. 分析基础数据，预测优化图形意图； 5. 负责公司各部门人工智能可用性探索。 任职要求 1. 具备优秀的编程能力和经验，熟悉Python、C/C++、Java等编程语言； 2. 熟练掌握TensorFlow/PyTorch等深度学习框架中的至少一种； 3. 熟练OpenCV等图形分析算法，具有扎实的数据结构和算法功底； 4. 熟练物体检测、跟踪、分割、应用分类、聚类、决策等处理算法； 5. 本科及以上学历，计算机、人工智能、通信工程、软件工程、自动化及相关专业教育背景优先，具有扎实的数学基础； 6. 优秀的分析、解决问题能力，对新技术充满好奇，敢于挑战高难度，善于提出解决方案并快速验证； 7. 服从管理， 能够完成上级安排的其它相关工作； 8. 具备强烈的责任感，事业心，优秀的沟通能力，具有团队协作精神； 9. 有相关领域工作和研究经历者优先。 公司地址：（深圳）深圳市宝安区西乡宝源路万庭大厦3栋708室（北京）北京市朝阳区望京阜通东大街1号院望京SOHO塔2B座702室 （河北）唐山市路南区万达广场A座23层 公司网站：https://www.haimingchina.com/,本科,5-10年,2,全职,,新华东道100号,新华东道100号,2022-03-08,2022-04-07,2022.0,2022.0,智联招聘
广州市浩洋电子股份有限公司,算法工程师,广州,番禺,25000.0,50000.0,一、岗位职责： 1. 负责对公司产品的人工智能综合控制系统的仿真与优化； 2. 负责对公司产品的视觉三维重构系统、导航系统的仿真与优化； 二、岗位要求： 1. 具有硕士以上学历，从事仿真和优化算法研究开发5年以上工作经验； 2. 熟悉Matlab的使用，具有扎实的数学基础，熟练运用矩阵分析、概率与数理统计、非线性优化、计算几何、多视图几何等数学工具； 3. 熟悉C/C++和Python语言，具备良好的代码风格； 4. 掌握Linux系统，熟悉OpenCV、Qt、ROS等框架者优先； 5. 熟练掌握至少一种深度学习平台：Tensorflow、Caffe、PyTorch、Paddle、Keras等； 6. 熟练掌握至少一种优化库：Ceres、G2O等； 7. 对算法研究有强烈的兴趣，具有创新精神，学习能力强，英文读写能力强，对业界的技术发展趋势比较熟悉； 8. 具备较强的承压能力、良好的表达能力、团队合作精神和创新能力； 9. 在目标检测、识别与跟踪、目标搜索等算法方面有过成功的项目经验优先； 10. 在V-SLAM、Lidar-SLAM、摄像头标定和三维重构等算法方面有过成功的项目经验优先； 11. 在A*、DWA等路径规划等算法方面有过成功的项目经验优先； 12. 在IMU、TOF、超声波、红外等多传感器融合算法方面有过成功的项目经验优先； 13. 具有博士学历或者海外工作经验者优先考虑;,硕士,5-10年,1,全职,,广东省广州市番禺区石基镇官南永工业区海涌路107号,广东省广州市番禺区石基镇官南永工业区海涌路107号,2022-09-26,2023-03-26,2022.0,2023.0,智联招聘
唐山成联电子商务有限公司,数据分析师,唐山,,8000.0,14000.0,岗位职责： 1、数据采集 说明：各项目相关产品。 a.负责各平台非人工录入数据的采集处理工作； b.负责完成数据的质量检查和分析； c.负责数据采集模型的设计和开发； d.负责和技术团队沟通，实现各类模型的部署； e.负责业务风险（例：信用或反欺诈）预测模型开发、模型上线测试； f.负责已上线模型的应用支持和模型修订。 2、数据分析 说明：各项目相关产品。 a.能够根据项目设计开发数据模型和处理算法，通过数据探索和模型的输出进行分析，给出分析结果； b.通过日常数据的跟踪观察，及时发现业务端数据异常情况或预估将来可能遇到的问题，并和业务端沟通产生的原因或提出有效建议； c.根据需求，数据准确、条理清晰的完成专项的数据分析报告； d.对部门和公司决策提供数据支持，参与各业务部门的重点项目，负责从数据的角度给出决策建议； e.针对具体业务问题，研究影响用户的潜在因素，进行数据分析验证并提出改善举措； f.能实现业务所需的数据分析的应用开发。 任职要求： 1.数学、应用数学、运筹学、统计学、计算机、数据分析等相关专业； 2.熟悉python或其他科学分析语言，掌握大数据相关数据处理技术，对于大数据分析常用算法和工具较熟悉； 3.了解机器学习分析方法，有Keras、Tensorflow或MXNET等深度学习框架经验者优先考虑。 注：薪资不设上线，每月有晋级机会；研究生及优秀院校毕业生每月享有额外薪资补贴。,大专,1-3年,2,全职,,唐山市路北区翔云道唐山金融中心,唐山市路北区翔云道唐山金融中心,2022-10-19,2022-11-19,2022.0,2022.0,智联招聘
西安芯瞳半导体技术有限公司,图形算法工程师,烟台,福山,14000.0,28000.0,职位职责：1. 跟踪并研究GPU芯片领域经典图形算法和先进图形算法，并与国际GPU开源项目以及国际学术研究进展保持同步；2. 在掌握国际先进图形算法的基础上，对算法进行创新、升级和优化；3. 对所研究图形算法进行性能评估，并与芯片架构师一起评估算法的可行性，包括硬件加速器的可行性以及软件实现的可行性；4. 对相关图形算法进行建模，并与GPU芯片建模工程师一起构建GPU算法模型；5. 必要时，参与GPU架构设计，并使用建模工具对算法进行更深层次的性能评估；6. 配合软件驱动和架构设计进行GPU性能分析。任职要求：1. 精通C、C++编程；具有面向对象设计，编程经验者优先；2. 精通OpenGL/Vulcan/DirectX等至少一种图形标准；3. 精通图形学算法，有Ray Tracing算法研究者优先考虑；4. 对GPU概念和Pipeline 有深入的理解；5. 有SystemC语言仿真建模经验优先考虑；6. 具有良好的团队协作能力、善于沟通、能吃苦耐劳、能承受工作压力；。该数据由 整理,本科,3-5年,5,全职,,长江路300号,长江路300号,2022-08-23,2022-09-23,2022.0,2022.0,智联招聘
东软集团股份有限公司,自动驾驶场地系统测试工程师,武汉,蔡甸区,15000.0,25000.0,岗位职责： 1、adas功能的实车场地测试，及道路测试； 2、负责实车环境的安装，调试，数据记录，测试报告，问题跟踪； 任职资格： 1、具备adas实车测试经验者优先； 2、熟练使用canoe，canape，能熟练的进行实车数据的整理，分析； 3、有驾照，熟练驾驶车辆； 4、适应实车作业，吃苦耐劳。,本科,不限,1,全职,,武汉经开区人工智能科技园,武汉经开区人工智能科技园,2022-04-07,2022-05-08,2022.0,2022.0,智联招聘
厦门福信光电集成有限公司,图像算法工程师（应届生）,厦门,,9000.0,15000.0,岗位职责：1、根据公司产品和业务需求，进行相关图像算法的研究和开发;2、根据项目具体要求，承担开发任务;3、完成图像算法相关的需求调研与需求分析及设计;4、图像算法实现、测试、改进及后期维护;5、相关算法文档的编写。任职资格：1、数学、计算数学、计算机软件、自动化或电子等相关专业；2、研究生以上学历，工作经验不限;3、掌握常规的图像处理技术和算法，包括边界定位、轮廓获取、透视变换、图像分割等算法；4、熟练使用C/C++语言；5、熟练使用常用图像库(opencv，halcon等)，从事过工业视觉检测图像算法开发项目经历者优先。,硕士,1-3年,3,校园,,厦门市前埔软件园二期观日路30号之三204单元,厦门市前埔软件园二期观日路30号之三204单元,2022-09-13,2022-09-18,2022.0,2022.0,智联招聘
北京博万数策科技有限公司,数据分析师-工作地合肥,合肥,蜀山区,5000.0,10000.0,岗位职责：1、 负责对厂商售后数据进行分析，撰写数据分析报告；2、 负责根据既定规则对售后活动礼券进行批量审核；3、 负责售后BI平台的运营与维护；4、 负责梳理客户对BI平台功能变更需求，形成需求文档，并与IT开发协调，对开发尽量进行管理；职位要求：1、 大学本科及以上学历，统计与数学相关专业2、 有1-2年数据分析经验为佳3、 良好的逻辑分析能力和独立解决问题的能力4、 能够使用SQL语句进行多表查询与汇总计算5、 熟练使用Excel，对Excel VBA有一定了解6、 能适应较高强度工作压力，工作日晚上及周末加班；性格开朗、有责任心、良好的职业操守福利：1、试用期缴纳五险一金2、早九晚六，周末双休，法定节假日，带薪年假等,本科,1-3年,2,全职,,汇美广场,汇美广场,2022-08-15,2022-09-11,2022.0,2022.0,智联招聘
青岛哈船海智科技有限公司,算法工程师（水文气象方向）,青岛,,7000.0,12000.0,岗位职责：1、负责气象水文数据处理及分析应用算法模型设计开发；2、负责气象水文分析预报算法设计开发；3、根据产品需求对算法需求进行论证、调研；4、负责项目实施过程相关技术文档的设计和撰写；5、关注领域前沿技术和发展方向，开展前沿技术调研。任职要求：1、硕士及以上学历，气象学、物理海洋等相关专业；2、熟悉Python、Fortran、Matlab、NCL等至少一种语言，具有良好的编程习惯；3、熟悉CNN、RNN、LSTM等经典算法，具有人工智能领域算法开发经验优先；4、具有海洋水文气象分析预报相关项目设计开发经历者优先；5、具备较强的团队合作精神，良好的沟通和协作能力。,硕士,不限,1,全职,,黄岛区科教二路167号,黄岛区科教二路167号,2022-08-19,2022-08-26,2022.0,2022.0,智联招聘
合肥泰禾智能科技集团股份有限公司,FPGA算法工程师,合肥,,15000.0,30000.0,岗位职责：1）通过对需求的导入、分析、仿真，建立适当的算法模型；2）对算法模型进行开发、实现，并最终负责需求的测试验证；3）根据需求，进行新平台和技术的开发；4）指导业务端，售后部门等进行算法应用和物料分选；任职职责：1、本科及其以上学历，电子等相关专业2、熟悉verilog语言，熟悉xilinx等编译环境3、了解modelsim等仿真软件4、具有FPGA平台下的图像识别算法经验5、能吃苦耐劳，善于沟通学习，有强烈的责任心和团队合作意识。数据由马 克 数 据整理,本科,1-3年,1,全职,,安徽省合肥市肥西县玉兰大道与方兴大道交汇处西门,安徽省合肥市肥西县玉兰大道与方兴大道交汇处西门,2022-09-09,2022-10-10,2022.0,2022.0,智联招聘
广东天太机器人有限公司,运动控制算法工程师,佛山,顺德区,25000.0,45000.0,任职要求： 1、自动化，机器人相关专业，硕士以上学历； 1、熟悉C/C++编程； 2、扎实的数学基础，熟悉运动控制经典理论和方法； 3、具备良好的团队合作和沟通能力，具备良好的学习能力； 4、有工业机器人，协作机器人运动控制算法开发经验优先。 工作职责： 工业机器人，协作机器人运动学、动力学模型设计开发； 工业机器人，协作机器人控制算法与控制功能开发、优化与维护。,硕士,1-3年,1,全职,,天太机器人,天太机器人,2022-06-16,2022-07-17,2022.0,2022.0,智联招聘
青岛军信安全技术咨询有限公司,控制算法工程师,长春,二道区,15000.0,30000.0,1、相关专业硕士及以上学历； 2、熟悉电机控制，具有一定电机控制经验； 3、具备良好的自动控制理论知识、掌握matlab、C、C++等编程工具； 4、有相关工作经历者优先。,硕士,不限,4,全职,,长春经济技术开发区二道口,长春经济技术开发区二道口,2022-07-07,2022-08-07,2022.0,2022.0,智联招聘
