company,name,location,salary,edu,experience,skills,demand,发布日期
数溪科技,人工智能算法工程师,南京,25-50K,硕士,1-3年,人工智能 深度学习 数据分析,"一、工作内容：研究与设计公司遥感、图像、物联网等领域中的智能辨识、智能分类、智能控制、大数据分析等人工智能应用中的算法。涉及Deep Learning, Reinforcement learning, Cluster, Regression, CNN(Convolutional Neural Network)等领域。 二、岗位要求1． 热爱人工智能、机器学习相关技术，立志将其作为自己的事业。2． 数学或应用数学的相关细分专业本科以上学历或其他理科相关专业硕士以上学历，且数学功底深厚。3． 有多年实际研究和项目经验，对机器学习和人工智能有深入研究。4． 有很强的独立研究能力、优秀的分析及解决问题的能力，责任心强。5． 良好的英语水平，能够熟练研读相关领域的学术论文。6． 教育期间的学科成绩名列前茅者优先。7． 拥有相关博士学位者优先。公司为员工提供福利如下：1、奖金：根据员工突出表现或为公司提供的特别贡献发放特别贡献奖、根据员工业绩和日常表现发年终奖；2、假期：国家法定节假日、婚假、产假、陪产假、丧假、带薪年假等；3、保险：入职起即享有五项社会保险、缴纳住房公积金4、礼金：传统佳节过节费或节礼，员工生日节礼，以表达我们对员工的人文关怀。5、休息：朝九晚六的日作息时间、能睡个好觉的午休时间、周末的双休时间、弹性的工作时间。6、休闲：丰富的月度团建活动；7、年度员工体检：只有健康的身体，才是享受美好生活的根本！！",2024-12-15
亲和智能,数据科学家,北京,24-45K,本科,5-10年,Python 算法设计 深度学习算法 机器学习算法 TensorFlow 数据挖掘,"职责：负责基于客户需求目标的数据算法框架制定，独立或者带领团队进行数据挖掘清洗、数据指标体系梳理、模型构建与测试、模型部署、实验设计和效果优化等，要求： 全日制本科或以上学历，机器学习、计算机等相关背景硕士以上学历优先，5年以上相关工作经验，熟练使用SQL及至少一种统计分析工具(R或 Python)，有使用Tensorflow, SparkML等机器学习框架的实战经验，英文流利，逻辑清晰，具有优秀的跨团队沟通能力及领导力。",2024-09-15
四川天佑恒鑫信息...,大数据运维开发工程师,成都,10-15K,本科,1-3年,Java Python/Shell Golang 运维开发经验 技术管理经验,后台运营，系统维护，维持正常的营业,2024-02-27
卯聚,大数据测试工程师,上海,13-25K,本科,3-5年,hadoop、hive Linux,岗位职责：1.负责大数据部门相关数据的加工处理测试，负责加工逻辑的功能测试，白盒测试、自动化测试等；2.独立设计和执行设计用例，进行缺陷跟踪，制定测试计划，与开发协作实现各阶段的测试活动；3.开发测试工具或自动化解决方案，提高测试效率；4.对项目的测试进度进行把控、识别并预防测试风险、进行测试过程改进；5.对测试中发现的问题能够进行分析和定位，与开发人员、需求人员积极有效沟通，推动问题解决。任职要求：1.本科以上学历，3年以上软件开发或自动化测试框架开发经验；2.熟悉hadoop、hive等大数据生态系统相关产品知识者优先；3.具有良好的抗压能力，独立解决问题能力，有数据仓库，BI，大数据解决方案相关测试经验者优先；4.具备良好的语言表达能力，良好的组织和协同能力；5.熟练操作Linux，至少熟悉Shell，Python，Java中一门语言，熟悉Selenium等测试框架者优先；6.熟悉Jenkins，Maven等持续构建工具者优先；7.熟悉数据库理论，SQL熟练。,2024-01-13
建信金科,大数据架构师,厦门,18-35K,本科,3-5年,数据架构师 数据仓库 Hive Hadoop Spark Kafka Storm ETL,1、本科及以上学历，年龄40岁以下；之前无建信金科面试经历和简历投递经历2、5年以上互联网及金融科技公司研发经验，3年以上架构设计经验，2个以上大中型项目的规划、方案设计及实施经验，并参与核心代码研发。具备DW/BI架构体系的建设经验，包括但不限于：数据质量、元数据管理、主数据管理、数据监控、流计算、分布式计算、分布式文件系统、分布式存储、大规模数据实时化、跨平台资源调度。3、熟悉业界主流大数据平台数据架构、技术架构和业务架构；熟悉hadoop生态圈，包括但不限于：hadoop、hive、flink、hbase、spark、dremel、kylin等。4、具有良好的系统性思维，较强的执行力和抗压力，较强学习创新能力。5、需求岗要求具备金融行业知识，熟悉银行业务和各类指标、标签、模型,2024-06-06
星海图GalaXea AI,三维视觉感知算法实习生,苏州,350-600元/天,硕士,5天/周 6个月,Python C/C++ 嵌入式开发 大模型算法 深度学习 融合感知算法 传统图像算法 优秀开源项目经历 参加算法相关竞赛/获奖 发表算法相关优秀论文,【岗位职责】：1、负责机器人三维视觉感知算法研发；【岗位要求】：1、熟悉机器学习，深度学习相关算法；2、从事单目3D感知、环视BEV感知、时序视频感知项目者优先；3、有扎实的数理基础，优秀的C++/Python编程能力，快速学习能力。北京也设有办公区，期望在北京工作的小伙伴也可以投递哦~,2024-07-04
作业帮,NLP算法工程师-批改方向,北京,25-35K·14薪,硕士,在校/应届,语义理解 意图挖掘 知识图谱 C/C++ Python 机器学习 深度学习,岗位职责1、负责自然语言处理相关算法的研究、开发和优化，应用方向主要为教育场景下的智能批改；2、分析拍照批改中，用户作答批改不正确的badcase，探索及优化批改模型和策略；3、与产品、工程团队紧密协作，将算法方案在实际业务场景落地，满足线上推理服务需求。任职要求1、精通常见的编程语言和开发工具，如Python、TensorFlow、PyTorch、C++等，对数据结构和算法设计有较为深刻的理解，扎实的编码；熟练使用至少一种深度学习框架；2、了解自然语言处理相关的核心技术研究，如文本的预处理，特征提取，分类，序列标注，阅读理解等NLP技术，传统机器学习相关理论基础掌握扎实；熟练使用NLP相关深度学习算法和代码库，有相关项目经验的优先；3、具有较强问题拆解和case分析能力，对复杂问题可以进行建模，并能给出解决方案，良好的时间和流程意识，能够针对需求和目标给出合理的解决方案及排期。,2024-06-16
中数智创,大数据架构师,石家庄,18-25K,大专,5-10年,大数据平台架构经验 大数据处理经验 金融行业数据相关经验,"工作内容：1. 负责公司大数据业务线的数据解决方案，包括需求调研、技术方案规划、协调各方面资源推动落地实施；2. 负责大数据领域的数据架构和模型建设，包括数据分析架构设计、企业IT架构设计、数据接口设计、ETL架构设计、数据可视化架构设计；3. 兼管公司区块链产品的研发工作，研究区块链的协议，运行机制和底层实现以及核心代码的开发管理；4. 负责公司各个项目之间在技术层面的协调和指导；5. 协助客户解决问题。任职要求：1. 本科及本科以上学历，3年以上技术带队开发工作经验；2. 熟悉java编程等，熟悉软件前后端开发流程，熟悉常用项目构建工具，具备大规模的Web应用开发经验；3.精通Hadoop生态，包括HDFS、HBase、ES、ClickHouse、StarRocks等相关存储类引擎，计算引擎Spark、Presto、Hive、Flink等主流技术，有二次开发经验着优先 云厂商方案：E-MapReduce、USDP、TDH 数据开发治理平台：DataWorks、Dataphin 开源方案：datasophon,CloudEon 数据开发治理平台：DataSphereStudio。4.有实时架构、湖仓一体、OLAP架构设计以及调优经验； 理解数据治理的建设要求，结合业务实际场景对数据的准确、及时、可靠、易用 具备一定的数据分析、数据驱动业务能力，对业务数据敏感和理解业务商业模式，基于数据资产的沉淀，结合业务场景深入业务进行数据价值创造；5. 有作为技术负责人系统化解决问题的成功案例，有海量数据实践经验优先；6. 有政府大数据项目经验优先7. 有互联网金融项目或银行业项目经验优先",2024-01-20
京东集团,nlp算法工程师,北京,30-60K·16薪,硕士,3-5年,NLP 大模型,工作职责：1、跟进以chatGPT为代表的大模型技术方向，持续挖掘场景机会并快速落地，拟成立大模型专项，负责大模型应用相关的技术探索和开发；2、利用自然语言处理技术，进行智能问答，搜索语义处理等开发，包括但不限于文本分类，语义理解，信息抽取，知识图谱，自动摘要等；3、探索该方向在物流领域的落地场景；加分项：有大模型领域研究经验优先。,2024-04-02
美团,自然语言处理,北京,300-350元/天,硕士,4天/周 6个月,深度学习算法 TensorFlow Python 文本分类 语义分析 智能客服 信息抽取 PyTorch,"实习生招聘-美团语音交互部办公地点：北京一.任职要求1、扎实的算法基础，熟悉NLP相关算法和模型；2、有Tensorflow, pytorch等深度学习框架与自然语言处理结合实际项目经验者优先3、有语义理解、对话系统、问答系统、机器翻译、知识图谱等相关项目经验者优先。4、在ACL、EMNLP、NAACL、SIGIR等自然语言处理顶级会议或期刊中有论文发表者优先。5、每周至少全职工作四天，保证实习至少6个月。6、实习须征得导师同意, 211/985高校二.岗位职责1、负责美团智能交互技术相关工作；2、通过模型优化，提升线上算法的效果；3、跟进业界技术动态，完成算法的调研、选型与调优；leader人超级好，部门工作氛围活跃有趣，同事们都非常乐意分享 入职时间-尽快有意者可发简历至邮箱 ***********************",2024-12-22
数聚股份,ETL工程师,上海,15-25K·13薪,本科,3-5年,Kettle PostgreSQL Datastage MySQL Kettle/Informatica 计算机相关专业 SQL Server BI项目开发经验 Oracle ETL设计/开发经验 Python SQL,岗位职责：1、参与业务分析，负责数据流程分析；2、参与数据仓库、数据集市模型设计；3、完成BI的ETL开发、测试、优化工作；4、负责ETL开发的高质量交付；任职要求：1、统招全日制本科及以上学历，计算机相关专业优先；2、熟悉数据仓库建模；3、有完整的Bl项目ETL经验；熟悉主流ETL开发工具，有Kettle、SSIS、informatic、datastage等开发工具中的一种或几种；4、精通Oracle、SQLserver、Mysql等主流数据库的开发与优化，熟练掌握SQL，存储过程，触发器的开发与使用；5、能够按照业务逻辑开发相关脚本、编写ETL脚本，熟悉开发语言，如Java、Python等中的一种或几种；6、有较强的执行力、逻辑分析、业务理解以及沟通能力，熟悉业务分析的基本模型；7、有良好的快速学习能力，对Bl，数据仓库的相关领域有兴趣，能主动学习；8、有良好的沟通协作能力。注：学历要求学信网可查询，全日制本科。,2024-08-10
